"TALHAO";"b0";"b1";"b2";"Rsqr";"Std.Error"
2;1,44159257566912;-5,593724954286;0,661824368166333;0,837254742183891;0,0357522307230418
4;0,682470499869275;-4,3060826106548;0,872517035637923;0,597265146355111;0,0580166332356087
