ARVORE;DAP;HT;hi;di_cc;e_casca
35;21,96338215;34,95;32;5,092958179;2
35;21,96338215;34,95;34;1,909859317;2
36;22,91831181;34,1;0,1;25,46479089;7
36;22,91831181;34,1;0,5;23,87324146;7
36;22,91831181;34,1;1;22,91831181;7
36;22,91831181;34,1;1,5;22,28169203;6
36;22,91831181;34,1;2;21,96338215;6
36;22,91831181;34,1;4;21,32676237;6
36;22,91831181;34,1;6;20,53098766;6
36;22,91831181;34,1;8;19,73521294;5
36;22,91831181;34,1;10;18,4619734;5
36;22,91831181;34,1;12;17,18873385;4
36;22,91831181;34,1;14;16,2338042;4
36;22,91831181;34,1;16;14,96056465;4
36;22,91831181;34,1;18;14,32394488;4
36;22,91831181;34,1;20;13,05070533;4
36;22,91831181;34,1;22;12,09577567;4
36;22,91831181;34,1;24;10,50422624;3
36;22,91831181;34,1;26;9,549296586;4
36;22,91831181;34,1;28;7,957747155;3
36;22,91831181;34,1;30;5,888732894;3
36;22,91831181;34,1;32;4,456338407;3
36;22,91831181;34,1;34;0,954929659;1
37;23,55493158;34,6;0,1;26,41972055;9
37;23,55493158;34,6;0,5;24,50986124;9
37;23,55493158;34,6;1;24,03239641;9
37;23,55493158;34,6;1,5;23,39577663;8
37;23,55493158;34,6;2;22,91831181;6
37;23,55493158;34,6;4;22,28169203;6
37;23,55493158;34,6;6;21,00845249;5
37;23,55493158;34,6;8;19,576058;6
37;23,55493158;34,6;10;18,78028328;6
37;23,55493158;34,6;12;17,82535363;5
37;23,55493158;34,6;14;16,55211408;4
37;23,55493158;34,6;16;15,43802948;4
37;23,55493158;34,6;18;14,64225476;4
37;23,55493158;34,6;20;13,36901522;4
37;23,55493158;34,6;22;11,77746579;3
37;23,55493158;34,6;24;10,50422624;3
37;23,55493158;34,6;26;9,867606472;3
37;23,55493158;34,6;28;9,071831756;3
37;23,55493158;34,6;30;6,68450761;3
37;23,55493158;34,6;32;4,774648293;3
37;23,55493158;34,6;34;1,591549431;1
38;23,87324146;34,7;0,1;28,64788976;9
38;23,87324146;34,7;0,5;25,78310078;9
38;23,87324146;34,7;1;24,19155135;8
38;23,87324146;34,7;1,5;23,39577663;8
38;23,87324146;34,7;2;23,07746675;8
38;23,87324146;34,7;4;21,96338215;7
38;23,87324146;34,7;6;20,6901426;6
38;23,87324146;34,7;8;19,576058;6
38;23,87324146;34,7;10;18,78028328;6
38;23,87324146;34,7;12;17,98450857;5
38;23,87324146;34,7;14;16,55211408;4
38;23,87324146;34,7;16;14,64225476;4
38;23,87324146;34,7;18;13,68732511;3
38;23,87324146;34,7;20;12,09577567;4
38;23,87324146;34,7;22;10,82253613;3
38;23,87324146;34,7;24;10,02676141;4
38;23,87324146;34,7;26;8,276057041;3
38;23,87324146;34,7;28;7,002817496;3
38;23,87324146;34,7;30;4,933803236;2
38;23,87324146;34,7;32;3,819718634;2
38;23,87324146;34,7;34;1,273239545;1
39;23,87324146;35,2;0,1;26,5788755;10
39;23,87324146;35,2;0,5;24,82817112;9
39;23,87324146;35,2;1;24,19155135;9
39;23,87324146;35,2;1,5;23,55493158;8
39;23,87324146;35,2;2;23,23662169;7
39;23,87324146;35,2;4;22,28169203;6
39;23,87324146;35,2;6;20,6901426;6
39;23,87324146;35,2;8;20,05352283;5
39;23,87324146;35,2;10;19,09859317;5
39;23,87324146;35,2;12;18,30281846;5
39;23,87324146;35,2;14;16,87042397;4
39;23,87324146;35,2;16;15,43802948;4
39;23,87324146;35,2;18;14,80140971;4
39;23,87324146;35,2;20;13,36901522;4
39;23,87324146;35,2;22;12,41408556;4
39;23,87324146;35,2;24;11,14084602;4
39;23,87324146;35,2;26;10,50422624;3
39;23,87324146;35,2;28;9,071831756;3
39;23,87324146;35,2;30;7,002817496;3
39;23,87324146;35,2;32;5,411268065;2
39;23,87324146;35,2;34;2,546479089;2
40;23,55493158;34,6;0,1;27,37465021;10,4
40;23,55493158;34,6;0,5;25,14648101;10
40;23,55493158;34,6;1;23,71408652;8
40;23,55493158;34,6;1,5;23,23662169;8
40;23,55493158;34,6;2;22,91831181;7
40;23,55493158;34,6;4;21,48591732;7
40;23,55493158;34,6;6;20,6901426;6
40;23,55493158;34,6;8;19,73521294;6
40;23,55493158;34,6;10;18,78028328;5
40;23,55493158;34,6;12;17,66619868;4
40;23,55493158;34,6;14;16,55211408;4
40;23,55493158;34,6;16;15,59718442;4
40;23,55493158;34,6;18;15,11971959;4
40;23,55493158;34,6;20;13,36901522;4
40;23,55493158;34,6;22;12,25493062;4
40;23,55493158;34,6;24;11,14084602;5
40;23,55493158;34,6;26;9,867606472;4
40;23,55493158;34,6;28;8,276057041;4
40;23,55493158;34,6;30;7,002817496;3
40;23,55493158;34,6;32;5,092958179;3
40;23,55493158;34,6;34;2,228169203;2
41;22,60000192;35;0,1;24,66901618;10
41;22,60000192;35;0,5;23,55493158;8
41;22,60000192;35;1;22,75915686;7
41;22,60000192;35;1,5;22,28169203;7
41;22,60000192;35;2;21,8042272;7
41;22,60000192;35;4;21,00845249;6
41;22,60000192;35;6;19,73521294;6
41;22,60000192;35;8;18,78028328;5
41;22,60000192;35;10;18,14366351;5
41;22,60000192;35;12;16,87042397;4
41;22,60000192;35;14;15,91549431;4
41;22,60000192;35;16;14,96056465;4
41;22,60000192;35;18;14,00563499;4
41;22,60000192;35;20;13,20986028;4
41;22,60000192;35;22;11,77746579;3
41;22,60000192;35;24;10,82253613;3
41;22,60000192;35;26;10,50422624;3
41;22,60000192;35;28;8,75352187;3
41;22,60000192;35;30;6,843662553;3
41;22,60000192;35;32;4,933803236;2
41;22,60000192;35;34;2,387324146;2
42;23,39577663;35,1;0,1;26,73803044;10
42;23,39577663;35,1;0,5;24,82817112;8
42;23,39577663;35,1;1;23,87324146;8
42;23,39577663;35,1;1,5;23,23662169;8
42;23,39577663;35,1;2;22,60000192;7
42;23,39577663;35,1;4;21,64507226;8
42;23,39577663;35,1;6;20,6901426;6
42;23,39577663;35,1;8;20,05352283;6
42;23,39577663;35,1;10;19,09859317;5
42;23,39577663;35,1;12;17,98450857;5
42;23,39577663;35,1;14;17,18873385;5
42;23,39577663;35,1;16;16,55211408;5
42;23,39577663;35,1;18;14,96056465;5
42;23,39577663;35,1;20;13,68732511;4
42;23,39577663;35,1;22;12,5732405;4
42;23,39577663;35,1;24;11,77746579;4
42;23,39577663;35,1;26;10,3450713;4
42;23,39577663;35,1;28;8,594366927;4
42;23,39577663;35,1;30;7,639437268;3
42;23,39577663;35,1;32;5,252113122;3
42;23,39577663;35,1;34;2,387324146;2
43;24,19155135;35;0,1;26,41972055;11
43;24,19155135;35;0,5;24,82817112;10
43;24,19155135;35;1;24,03239641;9
43;24,19155135;35;1,5;23,23662169;8
43;24,19155135;35;2;22,91831181;6
43;24,19155135;35;4;21,96338215;5
43;24,19155135;35;6;20,84929755;5
43;24,19155135;35;8;19,73521294;5
43;24,19155135;35;10;19,25774811;5
43;24,19155135;35;12;18,30281846;4
43;24,19155135;35;14;16,87042397;4
43;24,19155135;35;16;15,75633937;4
43;24,19155135;35;18;14,64225476;4
43;24,19155135;35;20;13,52817016;5
43;24,19155135;35;22;12,73239545;4
43;24,19155135;35;24;11,61831085;3
43;24,19155135;35;26;10,18591636;3
43;24,19155135;35;28;8,594366927;3
43;24,19155135;35;30;7,321127382;3
43;24,19155135;35;32;5,252113122;3
43;24,19155135;35;34;1,909859317;1,5
44;24,19155135;34,7;0,1;28,01126998;9
44;24,19155135;34,7;0,5;27,21549527;8
44;24,19155135;34,7;1;25,78310078;8
44;24,19155135;34,7;1,5;23,71408652;6
44;24,19155135;34,7;2;23,23662169;8
44;24,19155135;34,7;4;22,12253709;7
44;24,19155135;34,7;6;20,84929755;6
44;24,19155135;34,7;8;19,73521294;6
44;24,19155135;34,7;10;19,25774811;6
44;24,19155135;34,7;12;18,14366351;5
44;24,19155135;34,7;14;16,87042397;5
44;24,19155135;34,7;16;15,91549431;5
44;24,19155135;34,7;18;14,80140971;4
44;24,19155135;34,7;20;13,68732511;4
44;24,19155135;34,7;22;12,25493062;4
44;24,19155135;34,7;24;10,98169107;4
44;24,19155135;34,7;26;9,708451529;3
44;24,19155135;34,7;28;8,435211984;3
44;24,19155135;34,7;30;7,002817496;3
44;24,19155135;34,7;32;4,61549335;2
44;24,19155135;34,7;34;1,909859317;2
45;24,19155135;33,78;0,1;26,10141067;9
45;24,19155135;33,78;0,5;24,50986124;8
45;24,19155135;33,78;1;24,03239641;6
45;24,19155135;33,78;1,5;23,39577663;7
45;24,19155135;33,78;2;22,91831181;5
45;24,19155135;33,78;4;21,64507226;5
45;24,19155135;33,78;6;20,84929755;5
45;24,19155135;33,78;8;19,73521294;5
45;24,19155135;33,78;10;17,50704374;4
45;24,19155135;33,78;12;16,55211408;4
45;24,19155135;33,78;14;15,75633937;4
45;24,19155135;33,78;16;14,48309982;4
45;24,19155135;33,78;18;13,20986028;4
45;24,19155135;33,78;20;11,77746579;3
45;24,19155135;33,78;22;10,66338119;3
45;24,19155135;33,78;24;9,549296586;3
45;24,19155135;33,78;26;8,276057041;3
45;24,19155135;33,78;28;6,68450761;3
45;24,19155135;33,78;30;5,092958179;3
45;24,19155135;33,78;32;1,591549431;2
46;24,19155135;34,95;0,1;27,05634033;10
46;24,19155135;34,95;0,5;25,14648101;9
46;24,19155135;34,95;1;24,35070629;8
46;24,19155135;34,95;1,5;23,71408652;7
46;24,19155135;34,95;2;23,23662169;7
46;24,19155135;34,95;4;22,44084698;6
46;24,19155135;34,95;6;21,48591732;6
46;24,19155135;34,95;8;20,21267777;5
46;24,19155135;34,95;10;19,09859317;6
46;24,19155135;34,95;12;18,4619734;5
46;24,19155135;34,95;14;16,71126902;4
46;24,19155135;34,95;16;15,59718442;4
46;24,19155135;34,95;18;14,64225476;4
46;24,19155135;34,95;20;13,68732511;4
46;24,19155135;34,95;22;12,41408556;4
46;24,19155135;34,95;24;11,14084602;3
46;24,19155135;34,95;26;10,02676141;3
46;24,19155135;34,95;28;8,276057041;3
46;24,19155135;34,95;30;7,321127382;3
46;24,19155135;34,95;32;5,411268065;3
46;24,19155135;34,95;34;2,387324146;2
47;24,82817112;35,2;0,1;27,6929601;9
47;24,82817112;35,2;0,5;25,94225572;9
47;24,82817112;35,2;1;25,14648101;9
47;24,82817112;35,2;1,5;24,50986124;8
47;24,82817112;35,2;2;23,87324146;8
47;24,82817112;35,2;4;22,75915686;8
47;24,82817112;35,2;6;21,16760743;6
47;24,82817112;35,2;8;20,05352283;5
47;24,82817112;35,2;10;19,09859317;5
47;24,82817112;35,2;12;18,14366351;4
47;24,82817112;35,2;14;17,18873385;4
47;24,82817112;35,2;16;15,59718442;4
47;24,82817112;35,2;18;14,64225476;3
47;24,82817112;35,2;20;13,68732511;4
47;24,82817112;35,2;22;12,5732405;3
47;24,82817112;35,2;24;11,30000096;4
47;24,82817112;35,2;26;10,66338119;3
47;24,82817112;35,2;28;8,912676813;3
47;24,82817112;35,2;30;7,957747155;3
47;24,82817112;35,2;32;5,570423008;3
47;24,82817112;35,2;34;2,546479089;2
48;25,78310078;35,6;0,1;28,32957987;11
48;25,78310078;35,6;0,5;26,73803044;8
48;25,78310078;35,6;1;25,78310078;7
48;25,78310078;35,6;1,5;25,30563595;7
48;25,78310078;35,6;2;24,66901618;6
48;25,78310078;35,6;4;23,55493158;6
48;25,78310078;35,6;6;22,44084698;7
48;25,78310078;35,6;8;21,8042272;7
48;25,78310078;35,6;10;20,37183272;5
48;25,78310078;35,6;12;19,73521294;5
48;25,78310078;35,6;14;17,98450857;5
48;25,78310078;35,6;16;16,71126902;4
48;25,78310078;35,6;18;16,39295914;4
48;25,78310078;35,6;20;14,96056465;4
48;25,78310078;35,6;22;13,36901522;4
48;25,78310078;35,6;24;12,09577567;4
48;25,78310078;35,6;26;11,14084602;4
48;25,78310078;35,6;28;9,549296586;4
48;25,78310078;35,6;30;7,957747155;3
48;25,78310078;35,6;32;6,366197724;3
48;25,78310078;35,6;34;3,023943919;2
49;25,78310078;35,25;0,1;27,53380515;9
49;25,78310078;35,25;0,5;26,89718538;8
49;25,78310078;35,25;1;26,10141067;7
49;25,78310078;35,25;1,5;24,98732607;6
49;25,78310078;35,25;2;24,03239641;6
49;25,78310078;35,25;4;23,23662169;5
49;25,78310078;35,25;6;22,28169203;4
49;25,78310078;35,25;8;21,32676237;4
49;25,78310078;35,25;10;20,05352283;4
49;25,78310078;35,25;12;18,93943823;4
49;25,78310078;35,25;14;17,50704374;4
49;25,78310078;35,25;16;16,87042397;5
49;25,78310078;35,25;18;15,27887454;4
49;25,78310078;35,25;20;14,00563499;4
49;25,78310078;35,25;22;13,05070533;4
49;25,78310078;35,25;24;12,09577567;4
49;25,78310078;35,25;26;10,50422624;3
49;25,78310078;35,25;28;9,071831756;5
49;25,78310078;35,25;30;8,435211984;4
49;25,78310078;35,25;32;5,411268065;3
49;25,78310078;35,25;34;2,864788976;3
50;26,41972055;35,55;0,1;30,23943919;12
50;26,41972055;35,55;0,5;28,17042493;10
50;26,41972055;35,55;1;26,73803044;9
50;26,41972055;35,55;1,5;26,10141067;8
50;26,41972055;35,55;2;25,78310078;8
50;26,41972055;35,55;4;24,19155135;7
50;26,41972055;35,55;6;22,91831181;6
50;26,41972055;35,55;8;22,12253709;6
50;26,41972055;35,55;10;21,00845249;4
50;26,41972055;35,55;12;20,05352283;4
50;26,41972055;35,55;14;18,78028328;4
50;26,41972055;35,55;16;17,3478888;4
50;26,41972055;35,55;18;16,07464925;4
50;26,41972055;35,55;20;15,27887454;4
50;26,41972055;35,55;22;13,68732511;3
50;26,41972055;35,55;24;12,5732405;3
50;26,41972055;35,55;26;10,98169107;4
50;26,41972055;35,55;28;10,02676141;4
50;26,41972055;35,55;30;8,276057041;4
50;26,41972055;35,55;32;6,047887837;3
50;26,41972055;35,55;34;3,023943919;2
51;26,73803044;35,8;0,1;30,23943919;11
51;26,73803044;35,8;0,5;27,6929601;10
51;26,73803044;35,8;1;27,05634033;8
51;26,73803044;35,8;1,5;26,41972055;8
51;26,73803044;35,8;2;25,78310078;6
51;26,73803044;35,8;4;24,50986124;7
51;26,73803044;35,8;6;23,55493158;6
51;26,73803044;35,8;8;22,28169203;5
51;26,73803044;35,8;10;21,48591732;5
51;26,73803044;35,8;12;20,53098766;5
51;26,73803044;35,8;14;19,73521294;5
51;26,73803044;35,8;16;18,30281846;5
51;26,73803044;35,8;18;16,55211408;5
51;26,73803044;35,8;20;15,59718442;5
51;26,73803044;35,8;22;14,00563499;4
51;26,73803044;35,8;24;13,36901522;4
51;26,73803044;35,8;26;12,09577567;4
51;26,73803044;35,8;28;10,82253613;3
51;26,73803044;35,8;30;8,75352187;3
51;26,73803044;35,8;32;6,68450761;3
51;26,73803044;35,8;34;3,342253805;2
52;26,73803044;36,1;0,1;32,1492985;10,3
52;26,73803044;36,1;0,5;27,6929601;10
52;26,73803044;36,1;1;26,73803044;10
52;26,73803044;36,1;1,5;26,10141067;9
52;26,73803044;36,1;2;25,46479089;8
52;26,73803044;36,1;4;23,87324146;6
52;26,73803044;36,1;6;22,91831181;6
52;26,73803044;36,1;8;21,64507226;6
52;26,73803044;36,1;10;20,6901426;5
52;26,73803044;36,1;12;19,41690306;5
52;26,73803044;36,1;14;18,14366351;4
52;26,73803044;36,1;16;17,18873385;4
52;26,73803044;36,1;18;16,07464925;5
52;26,73803044;36,1;20;14,96056465;4
52;26,73803044;36,1;22;13,68732511;4
52;26,73803044;36,1;24;12,25493062;4
52;26,73803044;36,1;26;10,82253613;4
52;26,73803044;36,1;28;9,549296586;4
52;26,73803044;36,1;30;8,435211984;3
52;26,73803044;36,1;32;6,68450761;3
52;26,73803044;36,1;34;4,456338407;3
52;26,73803044;36,1;36;1,273239545;2
53;27,37465021;35,6;0,1;29,60281942;10,2
53;27,37465021;35,6;0,5;27,85211504;10
53;27,37465021;35,6;1;27,05634033;10
53;27,37465021;35,6;1,5;26,41972055;9
53;27,37465021;35,6;2;25,78310078;7
53;27,37465021;35,6;4;24,03239641;8
53;27,37465021;35,6;6;23,87324146;6
53;27,37465021;35,6;8;22,60000192;6
53;27,37465021;35,6;10;21,64507226;5
53;27,37465021;35,6;12;19,73521294;4
53;27,37465021;35,6;14;18,78028328;4
53;27,37465021;35,6;16;17,98450857;4
53;27,37465021;35,6;18;16,87042397;4
53;27,37465021;35,6;20;15,27887454;4
53;27,37465021;35,6;22;13,84648005;4
53;27,37465021;35,6;24;12,73239545;3
53;27,37465021;35,6;26;11,61831085;3
53;27,37465021;35,6;28;10,50422624;3
53;27,37465021;35,6;30;7,957747155;3
53;27,37465021;35,6;32;5,888732894;2
53;27,37465021;35,6;34;3,183098862;2
54;10,18591636;13,98;0,1;12,09577567;5
54;10,18591636;13,98;0,5;11,77746579;4
54;10,18591636;13,98;1;10,98169107;4
54;10,18591636;13,98;1,5;9,549296586;4
54;10,18591636;13,98;2;9,390141642;4
54;10,18591636;13,98;4;8,276057041;3
54;10,18591636;13,98;6;7,480282325;3
54;10,18591636;13,98;8;5,888732894;2
54;10,18591636;13,98;10;3,660563691;1
54;10,18591636;13,98;12;2,06901426;1
55;10,18591636;19,12;0,1;10,98169107;4
55;10,18591636;19,12;0,5;10,50422624;4
55;10,18591636;19,12;1;10,3450713;4
55;10,18591636;19,12;1,5;9,867606472;3
55;10,18591636;19,12;2;9,549296586;3
55;10,18591636;19,12;4;8,912676813;3
55;10,18591636;19,12;6;8,435211984;3
55;10,18591636;19,12;8;7,957747155;3
55;10,18591636;19,12;10;7,161972439;3
55;10,18591636;19,12;12;6,207042781;2
55;10,18591636;19,12;14;4,933803236;2
55;10,18591636;19,12;16;3,501408748;2
55;10,18591636;19,12;18;0,954929659;1
56;10,50422624;16,66;0,1;12,41408556;5
56;10,50422624;16,66;0,5;12,09577567;4
56;10,50422624;16,66;1;10,66338119;4
56;10,50422624;16,66;1,5;10,3450713;4
56;10,50422624;16,66;2;9,708451529;4
56;10,50422624;16,66;4;9,390141642;3
56;10,50422624;16,66;6;8,75352187;3
56;10,50422624;16,66;8;8,116902098;3
56;10,50422624;16,66;10;6,68450761;2
56;10,50422624;16,66;12;5,888732894;2
56;10,50422624;16,66;14;4,13802852;2
56;10,50422624;16,66;16;1,909859317;1
57;10,50422624;17,83;0,1;13,36901522;4
57;10,50422624;17,83;0,5;11,4591559;4
57;10,50422624;17,83;1;10,66338119;3
57;10,50422624;17,83;1,5;10,18591636;3
57;10,50422624;17,83;2;10,02676141;3
57;10,50422624;17,83;4;9,549296586;3
57;10,50422624;17,83;6;8,912676813;3
57;10,50422624;17,83;8;7,798592212;2
57;10,50422624;17,83;10;6,207042781;2
57;10,50422624;17,83;12;4,933803236;2
57;10,50422624;17,83;14;4,13802852;2
57;10,50422624;17,83;16;2,228169203;1
58;11,77746579;19,69;0,1;14,00563499;5
58;11,77746579;19,69;0,5;12,73239545;5
58;11,77746579;19,69;1;12,09577567;5
58;11,77746579;19,69;1,5;11,77746579;4
58;11,77746579;19,69;2;11,4591559;3
58;11,77746579;19,69;4;10,66338119;4
58;11,77746579;19,69;6;10,02676141;3
58;11,77746579;19,69;8;9,549296586;3
58;11,77746579;19,69;10;8,116902098;3
58;11,77746579;19,69;12;7,002817496;2
58;11,77746579;19,69;14;5,570423008;2
58;11,77746579;19,69;16;3,819718634;2
58;11,77746579;19,69;18;2,228169203;1
59;11,93662073;18,68;0,1;13,84648005;6
59;11,93662073;18,68;0,5;12,41408556;5
59;11,93662073;18,68;1;12,09577567;5
59;11,93662073;18,68;1,5;11,77746579;5
59;11,93662073;18,68;2;11,4591559;4
59;11,93662073;18,68;4;10,98169107;4
59;11,93662073;18,68;6;10,3450713;3
59;11,93662073;18,68;8;9,867606472;3
59;11,93662073;18,68;10;8,912676813;3
59;11,93662073;18,68;12;7,639437268;2
59;11,93662073;18,68;14;5,888732894;2
59;11,93662073;18,68;16;4,61549335;2
59;11,93662073;18,68;18;2,228169203;1
60;11,93662073;19,62;0,1;14,32394488;7
60;11,93662073;19,62;0,5;12,73239545;5
60;11,93662073;19,62;1;12,41408556;4
60;11,93662073;19,62;1,5;11,77746579;5
60;11,93662073;19,62;2;11,4591559;4
60;11,93662073;19,62;4;11,14084602;4
60;11,93662073;19,62;6;10,66338119;3
60;11,93662073;19,62;8;9,867606472;3
60;11,93662073;19,62;10;9,071831756;3
60;11,93662073;19,62;12;7,639437268;3
60;11,93662073;19,62;14;6,68450761;3
60;11,93662073;19,62;16;4,61549335;2
60;11,93662073;19,62;18;1,909859317;1
61;13,20986028;24,01;0,1;15,27887454;5
61;13,20986028;24,01;0,5;14,00563499;5
61;13,20986028;24,01;1;13,36901522;4
61;13,20986028;24,01;1,5;12,73239545;4
61;13,20986028;24,01;2;12,41408556;3
61;13,20986028;24,01;4;11,77746579;3
61;13,20986028;24,01;6;11,30000096;3
61;13,20986028;24,01;8;10,3450713;3
61;13,20986028;24,01;10;9,549296586;3
61;13,20986028;24,01;12;8,594366927;2
61;13,20986028;24,01;14;7,639437268;2
61;13,20986028;24,01;16;6,68450761;2
61;13,20986028;24,01;18;5,092958179;2
61;13,20986028;24,01;20;4,13802852;2
61;13,20986028;24,01;22;2,546479089;2
61;13,20986028;24,01;24;0,636619772;1
62;13,36901522;24,2;0,1;18,78028328;6
62;13,36901522;24,2;0,5;16,39295914;6
62;13,36901522;24,2;1;14,16478994;5
62;13,36901522;24,2;1,5;13,36901522;5
62;13,36901522;24,2;2;12,73239545;5
62;13,36901522;24,2;4;12,09577567;4
62;13,36901522;24,2;6;11,4591559;4
62;13,36901522;24,2;8;10,66338119;4
62;13,36901522;24,2;10;9,549296586;4
62;13,36901522;24,2;12;8,75352187;4
62;13,36901522;24,2;14;7,639437268;3
62;13,36901522;24,2;16;6,207042781;4
62;13,36901522;24,2;18;5,092958179;3
62;13,36901522;24,2;20;3,978873577;2
62;13,36901522;24,2;22;2,06901426;1
62;13,36901522;24,2;24;0,636619772;1
63;13,52817016;23,55;0,1;18,4619734;7
63;13,52817016;23,55;0,5;16,2338042;6
63;13,52817016;23,55;1;14,00563499;5
63;13,52817016;23,55;1,5;13,20986028;4
63;13,52817016;23,55;2;12,73239545;4
63;13,52817016;23,55;4;12,09577567;4
63;13,52817016;23,55;6;11,4591559;4
63;13,52817016;23,55;8;10,50422624;3
63;13,52817016;23,55;10;9,549296586;3
63;13,52817016;23,55;12;8,594366927;3
63;13,52817016;23,55;14;7,480282325;3
63;13,52817016;23,55;16;6,207042781;3
63;13,52817016;23,55;18;5,252113122;2
63;13,52817016;23,55;20;3,819718634;2
63;13,52817016;23,55;22;1,909859317;1
64;14,00563499;22,87;0,1;16,39295914;6
64;14,00563499;22,87;0,5;15,11971959;6
64;14,00563499;22,87;1;14,48309982;5
64;14,00563499;22,87;1,5;14,00563499;5
64;14,00563499;22,87;2;13,68732511;4
64;14,00563499;22,87;4;12,89155039;5
64;14,00563499;22,87;6;12,41408556;5
64;14,00563499;22,87;8;11,77746579;4
64;14,00563499;22,87;10;10,66338119;4
64;14,00563499;22,87;12;9,708451529;3
64;14,00563499;22,87;14;8,435211984;2
64;14,00563499;22,87;16;6,68450761;3
64;14,00563499;22,87;18;5,092958179;2
64;14,00563499;22,87;20;3,501408748;2
64;14,00563499;22,87;22;1,432394488;1
65;14,00563499;23,42;0,1;16,2338042;6
65;14,00563499;23,42;0,5;14,80140971;5
65;14,00563499;23,42;1;14,32394488;5
65;14,00563499;23,42;1,5;13,84648005;5
65;14,00563499;23,42;2;13,52817016;4
65;14,00563499;23,42;4;12,73239545;5
65;14,00563499;23,42;6;12,25493062;4
65;14,00563499;23,42;8;11,4591559;4
65;14,00563499;23,42;10;10,50422624;4
65;14,00563499;23,42;12;9,867606472;4
65;14,00563499;23,42;14;8,75352187;4
65;14,00563499;23,42;16;7,321127382;3
65;14,00563499;23,42;18;5,252113122;2
65;14,00563499;23,42;20;3,819718634;2
65;14,00563499;23,42;22;1,909859317;1
66;14,00563499;23,3;0,1;16,87042397;6
66;14,00563499;23,3;0,5;15,11971959;6
66;14,00563499;23,3;1;14,48309982;5
66;14,00563499;23,3;1,5;13,84648005;5
66;14,00563499;23,3;2;13,52817016;4
66;14,00563499;23,3;4;12,73239545;4
66;14,00563499;23,3;6;12,25493062;4
66;14,00563499;23,3;8;11,61831085;3
66;14,00563499;23,3;10;11,14084602;3
66;14,00563499;23,3;12;9,708451529;3
66;14,00563499;23,3;14;8,912676813;3
66;14,00563499;23,3;16;7,639437268;3
66;14,00563499;23,3;18;5,729577951;2
66;14,00563499;23,3;20;3,819718634;3
66;14,00563499;23,3;22;1,909859317;1
67;12,73239545;19,84;0,1;15,75633937;6
67;12,73239545;19,84;0,5;14,64225476;6
67;12,73239545;19,84;1;13,36901522;4
67;12,73239545;19,84;1,5;12,73239545;4
67;12,73239545;19,84;2;12,41408556;4
67;12,73239545;19,84;4;11,77746579;4
67;12,73239545;19,84;6;11,14084602;3
67;12,73239545;19,84;8;10,50422624;3
67;12,73239545;19,84;10;9,708451529;3
67;12,73239545;19,84;12;8,594366927;3
67;12,73239545;19,84;14;7,321127382;3
67;12,73239545;19,84;16;5,888732894;2
67;12,73239545;19,84;18;3,023943919;1
68;14,32394488;23,19;0,1;17,82535363;7
68;14,32394488;23,19;0,5;15,75633937;6
68;14,32394488;23,19;1;15,27887454;5
68;14,32394488;23,19;1,5;14,32394488;5
68;14,32394488;23,19;2;14,00563499;5
68;14,32394488;23,19;4;13,36901522;4
68;14,32394488;23,19;6;12,41408556;4
68;14,32394488;23,19;8;11,77746579;4
68;14,32394488;23,19;10;10,66338119;3
68;14,32394488;23,19;12;9,867606472;3
68;14,32394488;23,19;14;8,276057041;3
68;14,32394488;23,19;16;6,68450761;3
68;14,32394488;23,19;18;5,729577951;3
68;14,32394488;23,19;20;3,183098862;2
68;14,32394488;23,19;22;1,273239545;1
69;14,64225476;22,25;0,1;17,50704374;7
69;14,64225476;22,25;0,5;15,75633937;6
69;14,64225476;22,25;1;14,96056465;6
69;14,64225476;22,25;1,5;14,32394488;5
69;14,64225476;22,25;2;14,00563499;4
69;14,64225476;22,25;4;13,68732511;4
69;14,64225476;22,25;6;13,05070533;3
69;14,64225476;22,25;8;12,41408556;4
69;14,64225476;22,25;10;11,77746579;3
69;14,64225476;22,25;12;10,82253613;3
69;14,64225476;22,25;14;9,390141642;3
69;14,64225476;22,25;16;7,480282325;3
69;14,64225476;22,25;18;6,366197724;3
69;14,64225476;22,25;20;3,819718634;2
69;14,64225476;22,25;22;0,795774715;1
70;15,27887454;24,78;0,1;18,62112834;6
70;15,27887454;24,78;0,5;16,55211408;6
70;15,27887454;24,78;1;15,91549431;6
70;15,27887454;24,78;1,5;14,96056465;5
70;15,27887454;24,78;2;14,64225476;5
70;15,27887454;24,78;4;14,00563499;5
70;15,27887454;24,78;6;13,05070533;4
70;15,27887454;24,78;8;12,5732405;4
70;15,27887454;24,78;10;11,4591559;4
70;15,27887454;24,78;12;10,50422624;3
70;15,27887454;24,78;14;9,071831756;3
70;15,27887454;24,78;16;7,639437268;3
70;15,27887454;24,78;18;6,366197724;3
70;15,27887454;24,78;20;5,252113122;3
70;15,27887454;24,78;22;3,819718634;2
70;15,27887454;24,78;24;1,909859317;1
71;15,43802948;26,37;0,1;18,93943823;5
71;15,43802948;26,37;0,5;16,2338042;5
71;15,43802948;26,37;1;15,59718442;5
71;15,43802948;26,37;1,5;15,27887454;5
71;15,43802948;26,37;2;15,11971959;4
71;15,43802948;26,37;4;14,32394488;4
71;15,43802948;26,37;6;13,84648005;4
71;15,43802948;26,37;8;13,20986028;4
71;15,43802948;26,37;10;12,41408556;3
71;15,43802948;26,37;12;11,4591559;3
71;15,43802948;26,37;14;10,50422624;3
