ARVORE;DAP;HT;hi;di_cc;e_casca
71;15,43802948;26,37;16;9,549296586;3
71;15,43802948;26,37;18;8,594366927;3
71;15,43802948;26,37;20;7,002817496;3
71;15,43802948;26,37;22;5,411268065;2
71;15,43802948;26,37;24;3,501408748;2
71;15,43802948;26,37;26;0,954929659;1
72;15,75633937;23,57;0,1;18,4619734;6
72;15,75633937;23,57;0,5;17,50704374;6
72;15,75633937;23,57;1;15,91549431;7
72;15,75633937;23,57;1,5;15,43802948;6
72;15,75633937;23,57;2;14,96056465;6
72;15,75633937;23,57;4;13,84648005;5
72;15,75633937;23,57;6;13,05070533;4
72;15,75633937;23,57;8;12,09577567;4
72;15,75633937;23,57;10;11,30000096;4
72;15,75633937;23,57;12;9,867606472;3
72;15,75633937;23,57;14;8,912676813;3
72;15,75633937;23,57;16;7,321127382;2
72;15,75633937;23,57;18;5,411268065;2
72;15,75633937;23,57;20;3,501408748;2
72;15,75633937;23,57;22;1,591549431;1
73;15,27887454;23,44;0,1;18,78028328;7
73;15,27887454;23,44;0,5;17,3478888;7
73;15,27887454;23,44;1;16,07464925;6
73;15,27887454;23,44;1,5;15,11971959;5
73;15,27887454;23,44;2;14,80140971;5
73;15,27887454;23,44;4;14,00563499;5
73;15,27887454;23,44;6;12,89155039;4
73;15,27887454;23,44;8;12,25493062;4
73;15,27887454;23,44;10;11,4591559;3
73;15,27887454;23,44;12;9,867606472;3
73;15,27887454;23,44;14;8,912676813;3
73;15,27887454;23,44;16;7,480282325;3
73;15,27887454;23,44;18;5,570423008;3
73;15,27887454;23,44;20;3,819718634;1
73;15,27887454;23,44;22;1,750704374;1
74;14,96056465;24,53;0,1;18,14366351;6
74;14,96056465;24,53;0,5;17,3478888;6
74;14,96056465;24,53;1;16,07464925;5
74;14,96056465;24,53;1,5;14,64225476;5
74;14,96056465;24,53;2;14,00563499;5
74;14,96056465;24,53;4;13,20986028;4
74;14,96056465;24,53;6;12,5732405;5
74;14,96056465;24,53;8;11,93662073;4
74;14,96056465;24,53;10;10,82253613;4
74;14,96056465;24,53;12;9,867606472;2
74;14,96056465;24,53;14;8,594366927;3
74;14,96056465;24,53;16;7,002817496;2
74;14,96056465;24,53;18;6,047887837;2
74;14,96056465;24,53;20;5,092958179;2
74;14,96056465;24,53;22;3,183098862;2
74;14,96056465;24,53;24;1,273239545;1
75;16,2338042;26,03;0,1;20,21267777;6
75;16,2338042;26,03;0,5;17,3478888;8
75;16,2338042;26,03;1;16,55211408;6
75;16,2338042;26,03;1,5;15,91549431;7
75;16,2338042;26,03;2;15,11971959;6
75;16,2338042;26,03;4;14,32394488;6
75;16,2338042;26,03;6;13,52817016;5
75;16,2338042;26,03;8;12,89155039;5
75;16,2338042;26,03;10;12,41408556;4
75;16,2338042;26,03;12;11,30000096;4
75;16,2338042;26,03;14;10,3450713;4
75;16,2338042;26,03;16;8,276057041;3
75;16,2338042;26,03;18;7,002817496;2
75;16,2338042;26,03;20;5,888732894;2
75;16,2338042;26,03;22;4,456338407;3
75;16,2338042;26,03;24;2,864788976;1
75;16,2338042;26,03;26;0,954929659;1
76;15,75633937;26,37;0,1;17,50704374;6
76;15,75633937;26,37;0,5;16,2338042;6
76;15,75633937;26,37;1;16,07464925;5
76;15,75633937;26,37;1,5;15,43802948;5
76;15,75633937;26,37;2;15,11971959;5
76;15,75633937;26,37;4;14,32394488;5
76;15,75633937;26,37;6;13,68732511;5
76;15,75633937;26,37;8;13,05070533;4
76;15,75633937;26,37;10;12,09577567;4
76;15,75633937;26,37;12;11,14084602;3
76;15,75633937;26,37;14;10,18591636;3
76;15,75633937;26,37;16;9,230986699;3
76;15,75633937;26,37;18;8,116902098;3
76;15,75633937;26,37;20;6,366197724;3
76;15,75633937;26,37;22;4,774648293;3
76;15,75633937;26,37;24;3,501408748;2
76;15,75633937;26,37;26;0,954929659;1
77;17,02957891;28,5;0,1;20,37183272;6
77;17,02957891;28,5;0,5;19,09859317;5
77;17,02957891;28,5;1;17,82535363;5
77;17,02957891;28,5;1,5;16,55211408;4
77;17,02957891;28,5;2;16,07464925;4
77;17,02957891;28,5;4;15,27887454;4
77;17,02957891;28,5;6;14,64225476;4
77;17,02957891;28,5;8;14,00563499;4
77;17,02957891;28,5;10;12,89155039;4
77;17,02957891;28,5;12;12,41408556;3
77;17,02957891;28,5;14;11,14084602;3
77;17,02957891;28,5;16;10,02676141;3
77;17,02957891;28,5;18;9,230986699;3
77;17,02957891;28,5;20;7,957747155;3
77;17,02957891;28,5;22;6,68450761;3
77;17,02957891;28,5;24;5,411268065;2
77;17,02957891;28,5;26;3,183098862;2
77;17,02957891;28,5;28;0,795774715;1
78;17,18873385;28,18;0,1;19,09859317;6
78;17,18873385;28,18;0,5;18,14366351;6
78;17,18873385;28,18;1;17,82535363;6
78;17,18873385;28,18;1,5;17,18873385;5
78;17,18873385;28,18;2;16,55211408;5
78;17,18873385;28,18;4;15,75633937;5
78;17,18873385;28,18;6;15,11971959;4
78;17,18873385;28,18;8;14,48309982;5
78;17,18873385;28,18;10;13,68732511;4
78;17,18873385;28,18;12;12,73239545;4
78;17,18873385;28,18;14;11,61831085;3
78;17,18873385;28,18;16;10,50422624;3
78;17,18873385;28,18;18;9,549296586;3
78;17,18873385;28,18;20;8,435211984;2
78;17,18873385;28,18;22;6,207042781;3
78;17,18873385;28,18;24;4,774648293;2
78;17,18873385;28,18;26;2,705634033;1
78;17,18873385;28,18;28;0,795774715;1
79;17,3478888;30,66;0,1;18,78028328;5
79;17,3478888;30,66;0,5;18,14366351;5
79;17,3478888;30,66;1;17,82535363;5
79;17,3478888;30,66;1,5;17,18873385;5
79;17,3478888;30,66;2;16,87042397;5
79;17,3478888;30,66;4;16,2338042;5
79;17,3478888;30,66;6;16,07464925;5
79;17,3478888;30,66;8;14,96056465;5
79;17,3478888;30,66;10;14,32394488;4
79;17,3478888;30,66;12;13,52817016;4
79;17,3478888;30,66;14;12,73239545;4
79;17,3478888;30,66;16;11,61831085;3
79;17,3478888;30,66;18;10,66338119;3
79;17,3478888;30,66;20;9,390141642;3
79;17,3478888;30,66;22;7,798592212;3
79;17,3478888;30,66;24;7,002817496;3
79;17,3478888;30,66;26;5,729577951;3
79;17,3478888;30,66;28;3,819718634;3
79;17,3478888;30,66;30;1,909859317;2
80;17,66619868;29,76;0,1;19,89436789;7
80;17,66619868;29,76;0,5;18,14366351;6
80;17,66619868;29,76;1;17,82535363;6
80;17,66619868;29,76;1,5;17,02957891;6
80;17,66619868;29,76;2;16,55211408;5
80;17,66619868;29,76;4;16,07464925;5
80;17,66619868;29,76;6;15,43802948;5
80;17,66619868;29,76;8;14,64225476;5
80;17,66619868;29,76;10;14,00563499;5
80;17,66619868;29,76;12;13,20986028;5
80;17,66619868;29,76;14;12,73239545;5
80;17,66619868;29,76;16;11,4591559;4
80;17,66619868;29,76;18;10,18591636;4
80;17,66619868;29,76;20;8,912676813;4
80;17,66619868;29,76;22;7,480282325;4
80;17,66619868;29,76;24;6,366197724;4
80;17,66619868;29,76;26;5,092958179;3
80;17,66619868;29,76;28;2,705634033;2
81;17,66619868;26,81;0,1;19,41690306;6
81;17,66619868;26,81;0,5;18,78028328;6
81;17,66619868;26,81;1;18,30281846;5
81;17,66619868;26,81;1,5;17,3478888;5
81;17,66619868;26,81;2;16,87042397;5
81;17,66619868;26,81;4;15,91549431;5
81;17,66619868;26,81;6;15,27887454;4
81;17,66619868;26,81;8;13,68732511;4
81;17,66619868;26,81;10;12,5732405;4
81;17,66619868;26,81;12;11,77746579;4
81;17,66619868;26,81;14;10,82253613;4
81;17,66619868;26,81;16;10,02676141;3
81;17,66619868;26,81;18;8,276057041;3
81;17,66619868;26,81;20;7,161972439;4
81;17,66619868;26,81;22;6,047887837;3
81;17,66619868;26,81;24;3,819718634;2
81;17,66619868;26,81;26;1,591549431;1
82;18,14366351;31,93;0,1;21,32676237;7
82;18,14366351;31,93;0,5;20,05352283;6
82;18,14366351;31,93;1;18,78028328;6
82;18,14366351;31,93;1,5;17,98450857;5
82;18,14366351;31,93;2;17,18873385;5
82;18,14366351;31,93;4;16,71126902;5
82;18,14366351;31,93;6;15,59718442;5
82;18,14366351;31,93;8;15,27887454;5
82;18,14366351;31,93;10;14,96056465;5
82;18,14366351;31,93;12;14,64225476;5
82;18,14366351;31,93;14;13,84648005;5
82;18,14366351;31,93;16;12,41408556;4
82;18,14366351;31,93;18;11,4591559;3
82;18,14366351;31,93;20;10,50422624;3
82;18,14366351;31,93;22;9,071831756;3
82;18,14366351;31,93;24;7,957747155;3
82;18,14366351;31,93;26;6,366197724;2
82;18,14366351;31,93;28;4,933803236;2
82;18,14366351;31,93;30;3,023943919;2
83;18,4619734;30,74;0,1;21,64507226;6
83;18,4619734;30,74;0,5;19,89436789;7
83;18,4619734;30,74;1;18,78028328;7
83;18,4619734;30,74;1,5;18,14366351;6
83;18,4619734;30,74;2;17,82535363;6
83;18,4619734;30,74;4;16,87042397;5
83;18,4619734;30,74;6;16,2338042;5
83;18,4619734;30,74;8;14,96056465;5
83;18,4619734;30,74;10;14,16478994;5
83;18,4619734;30,74;12;13,68732511;5
83;18,4619734;30,74;14;13,36901522;4
83;18,4619734;30,74;16;12,09577567;4
83;18,4619734;30,74;18;10,98169107;4
83;18,4619734;30,74;20;10,3450713;3
83;18,4619734;30,74;22;8,912676813;3
83;18,4619734;30,74;24;7,798592212;3
83;18,4619734;30,74;26;6,207042781;3
83;18,4619734;30,74;28;4,456338407;2
83;18,4619734;30,74;30;2,705634033;2
84;18,93943823;33,21;0,1;21,96338215;6
84;18,93943823;33,21;0,5;21,32676237;6
84;18,93943823;33,21;1;20,05352283;5
84;18,93943823;33,21;1,5;18,78028328;5
84;18,93943823;33,21;2;18,4619734;5
84;18,93943823;33,21;4;17,66619868;5
84;18,93943823;33,21;6;16,87042397;5
84;18,93943823;33,21;8;16,2338042;5
84;18,93943823;33,21;10;15,91549431;5
84;18,93943823;33,21;12;14,96056465;4
84;18,93943823;33,21;14;14,00563499;4
84;18,93943823;33,21;16;13,05070533;4
84;18,93943823;33,21;18;12,09577567;4
84;18,93943823;33,21;20;11,14084602;4
84;18,93943823;33,21;22;9,867606472;3
84;18,93943823;33,21;24;8,594366927;3
84;18,93943823;33,21;26;7,798592212;3
84;18,93943823;33,21;28;6,047887837;2
84;18,93943823;33,21;30;4,456338407;2
84;18,93943823;33,21;32;2,228169203;1
85;19,09859317;33,42;0,1;23,71408652;8
85;19,09859317;33,42;0,5;20,37183272;6
85;19,09859317;33,42;1;19,41690306;5
85;19,09859317;33,42;1,5;18,78028328;5
85;19,09859317;33,42;2;18,4619734;6
85;19,09859317;33,42;4;17,3478888;5
85;19,09859317;33,42;6;17,02957891;5
85;19,09859317;33,42;8;16,39295914;5
85;19,09859317;33,42;10;15,75633937;4
85;19,09859317;33,42;12;15,11971959;4
85;19,09859317;33,42;14;14,00563499;4
85;19,09859317;33,42;16;13,20986028;3
85;19,09859317;33,42;18;12,09577567;3
85;19,09859317;33,42;20;10,82253613;3
85;19,09859317;33,42;22;10,02676141;3
85;19,09859317;33,42;24;8,912676813;3
85;19,09859317;33,42;26;7,639437268;3
85;19,09859317;33,42;28;6,047887837;3
85;19,09859317;33,42;30;4,456338407;2
85;19,09859317;33,42;32;2,705634033;2
86;19,09859317;33,12;0,1;23,55493158;9
86;19,09859317;33,12;0,5;21,48591732;7
86;19,09859317;33,12;1;19,41690306;6
86;19,09859317;33,12;1,5;18,93943823;6
86;19,09859317;33,12;2;18,4619734;5
86;19,09859317;33,12;4;17,98450857;5
86;19,09859317;33,12;6;17,3478888;5
86;19,09859317;33,12;8;16,71126902;5
86;19,09859317;33,12;10;16,2338042;5
86;19,09859317;33,12;12;14,96056465;5
86;19,09859317;33,12;14;14,00563499;4
86;19,09859317;33,12;16;13,36901522;4
86;19,09859317;33,12;18;12,09577567;3
86;19,09859317;33,12;20;11,30000096;4
86;19,09859317;33,12;22;9,867606472;3
86;19,09859317;33,12;24;8,594366927;3
86;19,09859317;33,12;26;7,798592212;3
86;19,09859317;33,12;28;6,366197724;3
86;19,09859317;33,12;30;5,092958179;3
86;19,09859317;33,12;32;2,228169203;2
87;19,25774811;31,89;0,1;23,07746675;9
87;19,25774811;31,89;0,5;20,37183272;7
87;19,25774811;31,89;1;20,05352283;6
87;19,25774811;31,89;1,5;18,78028328;6
87;19,25774811;31,89;2;18,14366351;6
87;19,25774811;31,89;4;17,18873385;5
87;19,25774811;31,89;6;16,87042397;4
87;19,25774811;31,89;8;16,39295914;4
87;19,25774811;31,89;10;15,59718442;4
87;19,25774811;31,89;12;14,64225476;4
87;19,25774811;31,89;14;13,84648005;4
87;19,25774811;31,89;16;12,73239545;4
87;19,25774811;31,89;18;12,09577567;4
87;19,25774811;31,89;20;10,82253613;3
87;19,25774811;31,89;22;9,867606472;3
87;19,25774811;31,89;24;8,276057041;3
87;19,25774811;31,89;26;7,321127382;3
87;19,25774811;31,89;28;6,366197724;3
87;19,25774811;31,89;30;4,456338407;2
88;19,73521294;33,14;0,1;24,66901618;7
88;19,73521294;33,14;0,5;20,84929755;7
88;19,73521294;33,14;1;20,37183272;6
88;19,73521294;33,14;1,5;19,576058;6
88;19,73521294;33,14;2;18,4619734;6
88;19,73521294;33,14;4;17,66619868;5
88;19,73521294;33,14;6;17,3478888;5
88;19,73521294;33,14;8;16,71126902;4
88;19,73521294;33,14;10;16,2338042;5
88;19,73521294;33,14;12;15,43802948;4
88;19,73521294;33,14;14;14,64225476;3
88;19,73521294;33,14;16;13,68732511;3
88;19,73521294;33,14;18;12,73239545;3
88;19,73521294;33,14;20;11,61831085;4
88;19,73521294;33,14;22;10,3450713;4
88;19,73521294;33,14;24;8,75352187;3
88;19,73521294;33,14;26;8,276057041;3
88;19,73521294;33,14;28;6,68450761;3
88;19,73521294;33,14;30;5,092958179;2
88;19,73521294;33,14;32;2,06901426;1
89;20,05352283;33,95;0,1;26,26056561;8
89;20,05352283;33,95;0,5;21,32676237;8
89;20,05352283;33,95;1;20,21267777;6
89;20,05352283;33,95;1,5;19,73521294;6
89;20,05352283;33,95;2;19,09859317;5
89;20,05352283;33,95;4;18,14366351;7
89;20,05352283;33,95;6;17,66619868;6
89;20,05352283;33,95;8;17,3478888;6
89;20,05352283;33,95;10;16,55211408;5
89;20,05352283;33,95;12;15,75633937;4
89;20,05352283;33,95;14;14,80140971;4
89;20,05352283;33,95;16;13,52817016;4
89;20,05352283;33,95;18;12,5732405;4
89;20,05352283;33,95;20;11,61831085;4
89;20,05352283;33,95;22;10,50422624;4
89;20,05352283;33,95;24;9,390141642;4
89;20,05352283;33,95;26;8,435211984;3
89;20,05352283;33,95;28;6,843662553;4
89;20,05352283;33,95;30;5,570423008;3
89;20,05352283;33,95;32;3,660563691;2
89;20,05352283;33,95;34;1,591549431;1
90;20,37183272;34,91;0,1;23,87324146;8
90;20,37183272;34,91;0,5;21,17397363;6
90;20,37183272;34,91;1;20,84929755;6
90;20,37183272;34,91;1,5;20,21267777;6
90;20,37183272;34,91;2;19,89436789;6
90;20,37183272;34,91;4;18,93943823;5
90;20,37183272;34,91;6;18,30281846;5
90;20,37183272;34,91;8;17,82535363;5
90;20,37183272;34,91;10;16,55211408;5
90;20,37183272;34,91;12;16,07464925;4
90;20,37183272;34,91;14;14,96056465;4
90;20,37183272;34,91;16;14,48309982;4
90;20,37183272;34,91;18;13,52817016;4
90;20,37183272;34,91;20;11,77746579;4
90;20,37183272;34,91;22;10,82253613;4
90;20,37183272;34,91;24;9,867606472;3
90;20,37183272;34,91;26;8,75352187;4
90;20,37183272;34,91;28;7,798592212;3
90;20,37183272;34,91;30;6,525352667;3
90;20,37183272;34,91;32;5,092958179;3
90;20,37183272;34,91;34;1,909859317;2
91;20,6901426;34,97;0,1;24,19155135;8
91;20,6901426;34,97;0,5;22,60000192;6
91;20,6901426;34,97;1;21,16760743;7
91;20,6901426;34,97;1,5;19,73521294;7
91;20,6901426;34,97;2;19,41690306;6
91;20,6901426;34,97;4;18,62112834;5
91;20,6901426;34,97;6;17,98450857;5
91;20,6901426;34,97;8;17,50704374;4
91;20,6901426;34,97;10;16,39295914;5
91;20,6901426;34,97;12;15,91549431;4
91;20,6901426;34,97;14;14,96056465;4
91;20,6901426;34,97;16;14,00563499;4
91;20,6901426;34,97;18;12,89155039;4
91;20,6901426;34,97;20;12,09577567;4
91;20,6901426;34,97;22;10,82253613;4
91;20,6901426;34,97;24;9,867606472;4
91;20,6901426;34,97;26;8,75352187;4
91;20,6901426;34,97;28;7,798592212;4
91;20,6901426;34,97;30;6,525352667;3
91;20,6901426;34,97;32;4,774648293;3
91;20,6901426;34,97;34;3,023943919;2
92;20,6901426;35,3;0,1;25,14648101;8
92;20,6901426;35,3;0,5;22,60000192;8
92;20,6901426;35,3;1;21,32676237;6
92;20,6901426;35,3;1,5;19,89436789;5
92;20,6901426;35,3;2;19,576058;6
92;20,6901426;35,3;4;18,93943823;6
92;20,6901426;35,3;6;18,30281846;4
92;20,6901426;35,3;8;17,82535363;5
92;20,6901426;35,3;10;17,3478888;4
92;20,6901426;35,3;12;16,2338042;4
92;20,6901426;35,3;14;15,59718442;4
92;20,6901426;35,3;16;14,32394488;4
92;20,6901426;35,3;18;13,36901522;3
92;20,6901426;35,3;20;12,73239545;3
92;20,6901426;35,3;22;11,30000096;4
92;20,6901426;35,3;24;9,867606472;3
92;20,6901426;35,3;26;8,75352187;3
92;20,6901426;35,3;28;7,639437268;4
92;20,6901426;35,3;30;6,68450761;2
92;20,6901426;35,3;32;4,61549335;2
92;20,6901426;35,3;34;2,387324146;2
93;20,84929755;35,86;0,1;23,87324146;5
93;20,84929755;35,86;0,5;21,48591732;5
93;20,84929755;35,86;1;21,00845249;6
93;20,84929755;35,86;1,5;20,53098766;5
93;20,84929755;35,86;2;20,21267777;5
93;20,84929755;35,86;4;19,41690306;5
93;20,84929755;35,86;6;19,09859317;5
93;20,84929755;35,86;8;18,14366351;5
93;20,84929755;35,86;10;17,18873385;5
93;20,84929755;35,86;12;16,71126902;4
93;20,84929755;35,86;14;15,43802948;4
93;20,84929755;35,86;16;14,48309982;4
93;20,84929755;35,86;18;13,68732511;4
93;20,84929755;35,86;20;12,73239545;4
93;20,84929755;35,86;22;11,77746579;4
93;20,84929755;35,86;24;10,50422624;3
93;20,84929755;35,86;26;9,071831756;4
93;20,84929755;35,86;28;8,435211984;3
93;20,84929755;35,86;30;6,843662553;2
93;20,84929755;35,86;32;5,729577951;3
93;20,84929755;35,86;34;3,501408748;1
94;21,16760743;35,15;0,1;26,73803044;10
94;21,16760743;35,15;0,5;22,91831181;9
94;21,16760743;35,15;1;21,96338215;8
94;21,16760743;35,15;1,5;21,32676237;5
94;21,16760743;35,15;2;21,00845249;6
94;21,16760743;35,15;4;19,576058;5
94;21,16760743;35,15;6;18,78028328;5
94;21,16760743;35,15;8;18,62112834;5
94;21,16760743;35,15;10;17,66619868;4
94;21,16760743;35,15;12;16,55211408;4
94;21,16760743;35,15;14;15,59718442;4
94;21,16760743;35,15;16;14,64225476;4
94;21,16760743;35,15;18;14,00563499;4
94;21,16760743;35,15;20;12,41408556;3
94;21,16760743;35,15;22;11,61831085;3
94;21,16760743;35,15;24;9,867606472;4
94;21,16760743;35,15;26;8,912676813;4
94;21,16760743;35,15;28;7,639437268;3
94;21,16760743;35,15;30;6,366197724;3
94;21,16760743;35,15;32;4,933803236;3
94;21,16760743;35,15;34;2,864788976;1
95;21,8042272;36,35;0,1;30,23943919;10
95;21,8042272;36,35;0,5;25,46479089;9
95;21,8042272;36,35;1;21,96338215;9
95;21,8042272;36,35;1,5;21,16760743;7
95;21,8042272;36,35;2;20,53098766;7
95;21,8042272;36,35;4;19,73521294;6
95;21,8042272;36,35;6;19,25774811;6
95;21,8042272;36,35;8;18,14366351;6
95;21,8042272;36,35;10;17,18873385;6
95;21,8042272;36,35;12;16,2338042;5
95;21,8042272;36,35;14;15,59718442;5
95;21,8042272;36,35;16;14,80140971;5
95;21,8042272;36,35;18;13,36901522;5
95;21,8042272;36,35;20;12,41408556;5
95;21,8042272;36,35;22;11,30000096;4
95;21,8042272;36,35;24;9,549296586;4
95;21,8042272;36,35;26;8,912676813;4
95;21,8042272;36,35;28;7,798592212;4
95;21,8042272;36,35;30;6,843662553;3
95;21,8042272;36,35;32;6,207042781;3
95;21,8042272;36,35;34;4,456338407;2
95;21,8042272;36,35;36;1,909859317;2
96;22,60000192;35,83;0,1;24,98732607;10
96;22,60000192;35,83;0,5;23,07746675;9
96;22,60000192;35,83;1;22,12253709;8
96;22,60000192;35,83;1,5;21,64507226;7
96;22,60000192;35,83;2;21,32676237;6
96;22,60000192;35,83;4;19,89436789;6
96;22,60000192;35,83;6;19,25774811;6
96;22,60000192;35,83;8;18,62112834;6
96;22,60000192;35,83;10;17,50704374;5
96;22,60000192;35,83;12;17,02957891;5
96;22,60000192;35,83;14;16,07464925;4
96;22,60000192;35,83;16;15,43802948;5
96;22,60000192;35,83;18;14,16478994;5
96;22,60000192;35,83;20;13,05070533;5
96;22,60000192;35,83;22;11,93662073;5
96;22,60000192;35,83;24;11,14084602;4
96;22,60000192;35,83;26;9,549296586;4
96;22,60000192;35,83;28;8,435211984;4
96;22,60000192;35,83;30;7,002817496;3
96;22,60000192;35,83;32;5,729577951;2
96;22,60000192;35,83;34;3,660563691;1
97;22,60000192;36,52;0,1;26,5788755;9
97;22,60000192;36,52;0,5;24,03239641;8
97;22,60000192;36,52;1;22,75915686;8
97;22,60000192;36,52;1,5;22,28169203;8
97;22,60000192;36,52;2;21,96338215;6
97;22,60000192;36,52;4;20,84929755;6
97;22,60000192;36,52;6;19,73521294;6
97;22,60000192;36,52;8;18,93943823;6
97;22,60000192;36,52;10;18,62112834;6
97;22,60000192;36,52;12;17,98450857;5
97;22,60000192;36,52;14;16,87042397;6
97;22,60000192;36,52;16;15,75633937;5
97;22,60000192;36,52;18;14,80140971;4
97;22,60000192;36,52;20;13,68732511;4
97;22,60000192;36,52;22;12,5732405;3
97;22,60000192;36,52;24;11,77746579;4
97;22,60000192;36,52;26;10,3450713;4
97;22,60000192;36,52;28;9,390141642;3
97;22,60000192;36,52;30;8,116902098;3
97;22,60000192;36,52;32;6,366197724;3
97;22,60000192;36,52;34;4,297183463;2
97;22,60000192;36,52;36;1,273239545;1
98;23,07746675;36,6;0,1;26,10141067;8
98;23,07746675;36,6;0,5;23,87324146;8
98;23,07746675;36,6;1;23,39577663;7
98;23,07746675;36,6;1,5;22,91831181;7
98;23,07746675;36,6;2;22,60000192;6
98;23,07746675;36,6;4;22,28169203;6
98;23,07746675;36,6;6;21,32676237;6
98;23,07746675;36,6;8;20,37183272;6
98;23,07746675;36,6;10;19,576058;5
98;23,07746675;36,6;12;19,09859317;5
98;23,07746675;36,6;14;18,14366351;6
98;23,07746675;36,6;16;17,18873385;6
98;23,07746675;36,6;18;16,07464925;4
98;23,07746675;36,6;20;15,11971959;4
98;23,07746675;36,6;22;14,16478994;4
98;23,07746675;36,6;24;12,89155039;4
98;23,07746675;36,6;26;11,93662073;4
98;23,07746675;36,6;28;10,66338119;4
98;23,07746675;36,6;30;9,708451529;4
98;23,07746675;36,6;32;8,75352187;3
98;23,07746675;36,6;34;6,843662553;2
98;23,07746675;36,6;36;4,297183463;1
99;23,23662169;37,11;0,1;29,12535459;7
99;23,23662169;37,11;0,5;25,30563595;6
99;23,23662169;37,11;1;23,71408652;7
99;23,23662169;37,11;1,5;22,12253709;7
99;23,23662169;37,11;2;21,96338215;7
99;23,23662169;37,11;4;21,00845249;6
99;23,23662169;37,11;6;19,89436789;6
99;23,23662169;37,11;8;19,576058;6
99;23,23662169;37,11;10;18,78028328;6
99;23,23662169;37,11;12;18,14366351;5
99;23,23662169;37,11;14;17,02957891;5
99;23,23662169;37,11;16;16,07464925;5
99;23,23662169;37,11;18;15,11971959;5
99;23,23662169;37,11;20;14,32394488;5
99;23,23662169;37,11;22;13,05070533;4
99;23,23662169;37,11;24;11,61831085;4
99;23,23662169;37,11;26;10,3450713;3
99;23,23662169;37,11;28;9,549296586;3
99;23,23662169;37,11;30;8,594366927;3
99;23,23662169;37,11;32;7,002817496;2
99;23,23662169;37,11;34;5,411268065;2
99;23,23662169;37,11;36;2,387324146;1
100;23,23662169;36,3;0,1;30,23943919;7
100;23,23662169;36,3;0,5;26,26056561;7
100;23,23662169;36,3;1;24,66901618;7
100;23,23662169;36,3;1,5;22,44084698;7
100;23,23662169;36,3;2;21,8042272;7
100;23,23662169;36,3;4;20,6901426;6
100;23,23662169;36,3;6;20,37183272;6
100;23,23662169;36,3;8;19,576058;6
100;23,23662169;36,3;10;19,25774811;6
100;23,23662169;36,3;12;18,4619734;6
100;23,23662169;36,3;14;17,50704374;6
100;23,23662169;36,3;16;16,2338042;5
100;23,23662169;36,3;18;15,27887454;5
100;23,23662169;36,3;20;14,00563499;5
100;23,23662169;36,3;22;12,41408556;4
100;23,23662169;36,3;24;11,4591559;4
100;23,23662169;36,3;26;10,50422624;4
100;23,23662169;36,3;28;9,390141642;3
100;23,23662169;36,3;30;8,435211984;4
100;23,23662169;36,3;32;6,525352667;3
100;23,23662169;36,3;34;3,978873577;3
100;23,23662169;36,3;36;1,909859317;1
101;23,55493158;36,91;0,1;27,37465021;8
101;23,55493158;36,91;0,5;24,19155135;8
101;23,55493158;36,91;1;24,03239641;8
101;23,55493158;36,91;1,5;23,07746675;7
101;23,55493158;36,91;2;22,75915686;6
101;23,55493158;36,91;4;21,48591732;6
101;23,55493158;36,91;6;21,00845249;4
101;23,55493158;36,91;8;20,37183272;5
101;23,55493158;36,91;10;18,93943823;5
101;23,55493158;36,91;12;18,30281846;5
101;23,55493158;36,91;14;17,3478888;4
101;23,55493158;36,91;16;16,39295914;4
101;23,55493158;36,91;18;15,27887454;4
101;23,55493158;36,91;20;14,64225476;3
101;23,55493158;36,91;22;13,05070533;3
101;23,55493158;36,91;24;11,61831085;3
101;23,55493158;36,91;26;11,14084602;3
101;23,55493158;36,91;28;9,549296586;4
101;23,55493158;36,91;30;8,435211984;4
101;23,55493158;36,91;32;8,116902098;3
101;23,55493158;36,91;34;4,933803236;3
101;23,55493158;36,91;36;1,909859317;1
102;23,87324146;36,8;0,1;31,19436885;10,4
102;23,87324146;36,8;0,5;25,30563595;10,1
102;23,87324146;36,8;1;24,35070629;9
102;23,87324146;36,8;1,5;23,55493158;9
102;23,87324146;36,8;2;23,39577663;8
102;23,87324146;36,8;4;22,44084698;7
102;23,87324146;36,8;6;21,48591732;7
102;23,87324146;36,8;8;21,00845249;7
102;23,87324146;36,8;10;19,89436789;7
102;23,87324146;36,8;12;19,41690306;6
102;23,87324146;36,8;14;18,14366351;6
102;23,87324146;36,8;16;17,18873385;6
102;23,87324146;36,8;18;16,2338042;6
102;23,87324146;36,8;20;15,27887454;5
102;23,87324146;36,8;22;14,00563499;5
102;23,87324146;36,8;24;12,41408556;5
102;23,87324146;36,8;26;11,4591559;6
102;23,87324146;36,8;28;10,18591636;5
102;23,87324146;36,8;30;9,071831756;4
102;23,87324146;36,8;32;7,321127382;4
102;23,87324146;36,8;34;4,774648293;3
102;23,87324146;36,8;36;1,591549431;1
103;24,19155135;36,63;0,1;27,37465021;9
103;24,19155135;36,63;0,5;25,78310078;7
103;24,19155135;36,63;1;24,82817112;7
103;24,19155135;36,63;1,5;24,03239641;6
103;24,19155135;36,63;2;23,23662169;6
103;24,19155135;36,63;4;21,64507226;5
103;24,19155135;36,63;6;21,32676237;5
103;24,19155135;36,63;8;20,6901426;5
103;24,19155135;36,63;10;19,41690306;5
103;24,19155135;36,63;12;18,93943823;4
103;24,19155135;36,63;14;17,82535363;4
103;24,19155135;36,63;16;16,87042397;5
