"TALHAO";"IDADE";"n";"N";"CV";"t";"t_rec";"n_recalc";"Y";"Sy";"Erroabs";"Erroperc";"Yhat";"Erro_Total";"IC_ha_Inf";"IC_ha_Sup";"IC_Total_inf";"IC_Total_Sup"
2;65,4866666666667;5;555,555555555556;15,222196647856;2,77644510519779;2,10981557783332;11;196,479873733369;13,3151855716548;36,9688818052213;18,8156074730532;109155,485407427;20538,2676695674;159,510991928148;233,448755538591;88617,2177378599;129693,753076995
4;64,32;5;629,62962962963;15,9600540750165;2,77644510519779;2,09302405440831;11;154,94524769582;11,0152999842491;30,5833757235537;19,7381824730716;97558,1189195906;19256,1995296449;124,361871972267;185,528623419374;78301,9193899456;116814,318449236
