"ARVORE";"DAP";"HT";"hi";"di_cc";"e_casca";"di_sc";"AS_CC";"AS_SC";"VCC";"VSC"
38;23,87324146;34,7;20;12,09577567;4;11,29577567;0,0114909868817652;0,0100212523648489;0,0206901425920536;0,0182286824090431
38;23,87324146;34,7;22;10,82253613;3;10,22253613;0,00919915571028845;0,00820743004419421;0,0170952303168918;0,0148937701338568
38;23,87324146;34,7;24;10,02676141;4;9,22676141;0,00789607460660334;0,00668634008966263;0,0132755116833973;0,011314051500318
38;23,87324146;34,7;26;8,276057041;3;7,676057041;0,00537943707679394;0,00462771141065538;0,00923098669957007;0,00784753536731791
38;23,87324146;34,7;28;7,002817496;3;6,402817496;0,00385154962277613;0,00321982395666253;0,00576339837678474;0,00483423908127599
38;23,87324146;34,7;30;4,933803236;2;4,533803236;0,00191184875400861;0,00161441512461346;0,00305776434414696;0,00253289708537909
38;23,87324146;34,7;32;3,819718634;2;3,419718634;0,00114591559013835;0,000918481960765624;0,00127323954466484;0,00100894750793738
38;23,87324146;34,7;34;1,273239545;1;1,073239545;0,000127323954526484;9,04655471717534e-05;NA;NA
39;23,87324146;35,2;0,1;26,5788755;10;24,5788755;0,0554834026138766;0,0474475618780878;0,0207796672586644;0,0178193929126269
39;23,87324146;35,2;0,5;24,82817112;9;23,02817112;0,0484149336794454;0,0416494026850466;0,0235947203111265;0,0202569548137597
39;23,87324146;35,2;1;24,19155135;9;22,39155135;0,0459639475650606;0,0393784165699924;0,0223851427481249;0,0193090254816645
39;23,87324146;35,2;1,5;23,55493158;8;21,95493158;0,0435766234274391;0,0378576853566657;0,0214958645022759;0,0188271144946669
39;23,87324146;35,2;2;23,23662169;7;21,83662169;0,0424068345816645;0,0374507726220019;0,0813997956291501;0,0723568310055569
39;23,87324146;35,2;4;22,28169203;6;21,08169203;0,0389929610474856;0,034906058383555;0,0726144427693227;0,0647406374412882
39;23,87324146;35,2;6;20,6901426;6;19,4901426;0,0336214817218371;0,0298345790577332;0,0652057801797505;0,0583474173319202
39;23,87324146;35,2;8;20,05352283;5;19,05352283;0,0315842984579134;0,028512838274187;0,0602321882113722;0,0542392678441469
39;23,87324146;35,2;10;19,09859317;5;18,09859317;0,0286478897534588;0,02572642956996;0,0549581912960799;0,0492402709282246
39;23,87324146;35,2;12;18,30281846;5;17,30281846;0,0263103015426211;0,0235138413582646;0,0486636133058644;0,0437974186036815
39;23,87324146;35,2;14;16,87042397;4;16,07042397;0,0223533117632433;0,0202835772454168;0,0410719225078478;0,0371124534724679
39;23,87324146;35,2;16;15,43802948;4;14,63802948;0,0187186107446045;0,0168288762270511;0,0359252495353319;0,0322257804999276
39;23,87324146;35,2;18;14,80140971;4;14,00140971;0,0172066387907275;0,0153969042728766;0,0312441047720223;0,0278046357365935
39;23,87324146;35,2;20;13,36901522;4;12,56901522;0,0140374659812948;0,012407731463717;0,0261411994011562;0,0230017303661825
39;23,87324146;35,2;22;12,41408556;4;11,61408556;0,0121037334198614;0,0105939989024655;0,0218519736904828;0,0189925046550961
39;23,87324146;35,2;24;11,14084602;4;10,34084602;0,00974824027062141;0,00839850575263056;0,0184142269152677;0,0161027667315423
39;23,87324146;35,2;26;10,50422624;3;9,90422624;0,0086659866446463;0,00770426097891173;0,0151296667706267;0,0133412154387969
39;23,87324146;35,2;28;9,071831756;3;8,471831756;0,0064636801259804;0,00563695445988514;0,0103152297487565;0,00885677841654767
39;23,87324146;35,2;30;7,002817496;3;6,402817496;0,00385154962277613;0,00321982395666253;0,00615133855034824;0,00519217925485682
39;23,87324146;35,2;32;5,411268065;2;5,011268065;0,00229978892757211;0,00197235529819429;0,00280908474527805;0,00233421748654414
39;23,87324146;35,2;34;2,546479089;2;2,146479089;0,000509295817705935;0,000361862188349845;NA;NA
40;23,55493158;34,6;0,1;27,37465021;10,4;25,29465021;0,0588554979476171;0,0502512926096194;0,0217039595890582;0,0184659503744375
40;23,55493158;34,6;0,5;25,14648101;10;23,14648101;0,0496642999976741;0,0420784592625679;0,0234579465349711;0,0201217518336955
40;23,55493158;34,6;1;23,71408652;8;22,11408652;0,0441674861422104;0,0384085480722142;0,0216435801809687;0,0187941111460161
40;23,55493158;34,6;1,5;23,23662169;8;21,63662169;0,0424068345816645;0,0367678965118503;0,0209149489620613;0,0182836989543521
40;23,55493158;34,6;2;22,91831181;7;21,51831181;0,0412529612665807;0,0363668993055583;0,0775104467484583;0,0680533228268913
40;23,55493158;34,6;4;21,48591732;7;20,08591732;0,0362574854818776;0,031686423521333;0,0698789672037147;0,0615210025790662
40;23,55493158;34,6;6;20,6901426;6;19,4901426;0,0336214817218371;0,0298345790577332;0,0642110617735748;0,0568172564456401
40;23,55493158;34,6;8;19,73521294;6;18,53521294;0,0305895800517377;0,0269826773879069;0,0582904978825933;0,0518121350358631
40;23,55493158;34,6;10;18,78028328;5;17,78028328;0,0277009178308556;0,0248294576479562;0,0522127684949151;0,0471715737948753
40;23,55493158;34,6;12;17,66619868;4;16,86619868;0,0245118506640595;0,0223421161469191;0,0460295989660352;0,0418301299315479
40;23,55493158;34,6;14;16,55211408;4;15,75211408;0,0215177483019757;0,0194880137846289;0,0406242992127937;0,036684830178282
40;23,55493158;34,6;16;15,59718442;4;14,79718442;0,019106550910818;0,0171968163936531;0,0370612179195135;0,0333017488852748
40;23,55493158;34,6;18;15,11971959;4;14,31971959;0,0179546670086956;0,0161049324916217;0,0319921329899904;0,0285126639553387
40;23,55493158;34,6;20;13,36901522;4;12,56901522;0,0140374659812948;0,012407731463717;0,0258328367048967;0,0227133676695345
40;23,55493158;34,6;22;12,25493062;4;11,45493062;0,0117953707236019;0,0103056362058176;0,0215436109942233;0,0183824162922184
40;23,55493158;34,6;24;11,14084602;5;10,14084602;0,00974824027062141;0,0080767800864008;0,0173956352866558;0,0145344405848547
40;23,55493158;34,6;26;9,867606472;4;9,067606472;0,00764739501603443;0,00645766049845385;0,0130268320928284;0,0108473630576774
40;23,55493158;34,6;28;8,276057041;4;7,476057041;0,00537943707679394;0,00438970255922355;0,00923098669957007;0,00760952651588608
40;23,55493158;34,6;30;7,002817496;3;6,402817496;0,00385154962277613;0,00321982395666253;0,00588873289439987;0,00480528156216299
40;23,55493158;34,6;32;5,092958179;3;4,492958179;0,00203718327162374;0,00158545760550045;0,0024271128820986;0,00184795358660767
40;23,55493158;34,6;34;2,228169203;2;1,828169203;0,000389929610474856;0,000262495981107219;NA;NA
41;22,60000192;35;0,1;24,66901618;10;22,66901618;0,0477962188502152;0,0403603781153366;0,0182745684555309;0,0156436126944005
41;22,60000192;35;0,5;23,55493158;8;21,95493158;0,0435766234274391;0,0378576853566657;0,0210646540777155;0,0184221540701464
41;22,60000192;35;1;22,75915686;7;21,35915686;0,0406819928834229;0,0358309309239196;0,0199187384827271;0,0175194575030153
41;22,60000192;35;1,5;22,28169203;7;20,88169203;0,0389929610474856;0,0342468990881417;0,0190831750303346;0,0167363940507024
41;22,60000192;35;2;21,8042272;7;20,4042272;0,0373397390738527;0,032698677114668;0,0720036856854379;0,06351572106143
41;22,60000192;35;4;21,00845249;6;19,80845249;0,0346639466115852;0,030817043946762;0,0652535266633229;0,0577997213346689
41;22,60000192;35;6;19,73521294;6;18,53521294;0,0305895800517377;0,0269826773879069;0,0582904978825933;0,0518121350358631
41;22,60000192;35;8;18,78028328;5;17,78028328;0,0277009178308556;0,0248294576479562;0,0535556383290772;0,0479127179629065
41;22,60000192;35;10;18,14366351;5;17,14366351;0,0258547204982216;0,0230832603149503;0,0482080322614649;0,0433668375603671
41;22,60000192;35;12;16,87042397;4;16,07042397;0,0223533117632433;0,0202835772454168;0,0422476796517564;0,0382282106162855
41;22,60000192;35;14;15,91549431;4;15,11549431;0,0198943678885131;0,0179446333708687;0,0374730313515132;0,0336935623164065
41;22,60000192;35;16;14,96056465;4;14,16056465;0,0175786634630002;0,0157489289455378;0,0329848619497047;0,029445392914962
41;22,60000192;35;18;14,00563499;4;13,20563499;0,0154061984867045;0,0136964639694242;0,0291114285307037;0,025791959495457
41;22,60000192;35;20;13,20986028;4;12,40986028;0,0137052300439992;0,0120954955260328;0,0245993859008589;0,0219079257166618
41;22,60000192;35;22;11,77746579;3;11,17746579;0,0108941558568598;0,009812430190629;0,0200933115671482;0,0180198602348232
41;22,60000192;35;24;10,82253613;3;10,22253613;0,00919915571028845;0,00820743004419421;0,0178651423549347;0,0159116910231059
41;22,60000192;35;26;10,50422624;3;9,90422624;0,0086659866446463;0,00770426097891173;0,014684032930234;0,0129255815983869
41;22,60000192;35;28;8,75352187;3;8,15352187;0,00601804628558771;0,00522132061947513;0,00969651490785128;0,00828306357561643
41;22,60000192;35;30;6,843662553;3;6,243662553;0,00367846862226357;0,00306174295614131;0,00559031737627218;0,00467615808075477
41;22,60000192;35;32;4,933803236;2;4,533803236;0,00191184875400861;0,00161441512461346;0,00235947203131265;0,00192460477255564
41;22,60000192;35;34;2,387324146;2;1,987324146;0,000447623277304044;0,000310189647942181;NA;NA
42;23,39577663;35,1;0,1;26,73803044;10;24,73803044;0,0561498639251793;0,0480640231903619;0,020912959520925;0,0180880037600448
42;23,39577663;35,1;0,5;24,82817112;8;23,22817112;0,0484149336794454;0,0423759956098622;0,0232943153524625;0,0203348463177619
42;23,39577663;35,1;1;23,87324146;8;22,27324146;0,0447623277304044;0,0389633896611853;0,0217922905780172;0,0189328215432589
42;23,39577663;35,1;1,5;23,23662169;8;21,63662169;0,0424068345816645;0,0367678965118503;0,0206304594978381;0,0180167094903387
42;23,39577663;35,1;2;22,60000192;7;21,20000192;0,0401150034096878;0,0352989414495046;0,0769116262508416;0,0668566262206132
42;23,39577663;35,1;4;21,64507226;8;20,04507226;0,0367966228411538;0,0315576847711086;0,0704181045629909;0,0613922638288419
42;23,39577663;35,1;6;20,6901426;6;19,4901426;0,0336214817218371;0,0298345790577332;0,0652057801797505;0,0577519748510964
42;23,39577663;35,1;8;20,05352283;6;18,85352283;0,0315842984579134;0,0279173957933632;0,0602321882113722;0,0536438253633232
42;23,39577663;35,1;10;19,09859317;5;18,09859317;0,0286478897534588;0,02572642956996;0,0540510081094537;0,0483830877421978
42;23,39577663;35,1;12;17,98450857;5;16,98450857;0,0254031183559949;0,0226566581722379;0,0486079090481965;0,0432399886813958
42;23,39577663;35,1;14;17,18873385;5;16,18873385;0,0232047906922017;0,0205833305091579;0,0447225389941774;0,039579618627718
42;23,39577663;35,1;16;16,55211408;5;15,55211408;0,0215177483019757;0,0189962881185601;0,0390964117649759;0,0343034913980002
42;23,39577663;35,1;18;14,96056465;5;13,96056465;0,0175786634630002;0,0153072032794401;0,0322925379606544;0,028351343259037
42;23,39577663;35,1;20;13,68732511;4;12,88732511;0,0147138744976543;0,0130441399795969;0,0271299494871978;0,0239304804521331
42;23,39577663;35,1;22;12,5732405;4;11,7732405;0,0124160749895435;0,0108863404725362;0,0233102308464033;0,0203507618117027
42;23,39577663;35,1;24;11,77746579;4;10,97746579;0,0108941558568598;0,00946442133916644;0,019299526287319;0,0166200572522054
42;23,39577663;35,1;26;10,3450713;4;9,5450713;0,00840537043045928;0,00715563591303901;0,0142065681062097;0,0119270990712421
42;23,39577663;35,1;28;8,594366927;4;7,794366927;0,00580119767575041;0,00477146315820312;0,0103848600363038;0,00866339985267758
42;23,39577663;35,1;30;7,639437268;3;7,039437268;0,00458366236055341;0,00389193669447446;0,00675015902336499;0,00559170769117141
42;23,39577663;35,1;32;5,252113122;3;4,652113122;0,00216649666281157;0,00169977099669695;0,00261411994011562;0,00200996064463913
42;23,39577663;35,1;34;2,387324146;2;1,987324146;0,000447623277304044;0,000310189647942181;NA;NA
43;24,19155135;35;0,1;26,41972055;11;24,21972055;0,0548209201344967;0,0460710528467057;0,0206471707627884;0,0174000291584488
43;24,19155135;35;0,5;24,82817112;10;22,82817112;0,0484149336794454;0,0409290929455382;0,0234440204773042;0,0199374275448417
43;24,19155135;35;1;24,03239641;9;22,23239641;0,0453611482297712;0,0388206172338287;0,0219419957028589;0,0188971284364198
43;24,19155135;35;1,5;23,23662169;8;21,63662169;0,0424068345816645;0,0367678965118503;0,0209149489620613;0,0184534887782654
43;24,19155135;35;2;22,91831181;6;21,71831181;0,0412529612665807;0,0370460586012114;0,079139795481055;0,0715614326315042
43;24,19155135;35;4;21,96338215;5;20,96338215;0,0378868342144743;0,0345153740302928;0,0720275589607241;0,065459638592103
43;24,19155135;35;6;20,84929755;5;19,84929755;0,0341407247462498;0,0309442645618102;0,0647303047979875;0,0585123844304209
43;24,19155135;35;8;19,73521294;5;18,73521294;0,0305895800517377;0,0275681198686108;0,0597169240618822;0,0537490036957421
43;24,19155135;35;10;19,25774811;5;18,25774811;0,0291273440101445;0,0261808838271313;0,0554376455527656;0,0502414508516529
43;24,19155135;35;12;18,30281846;4;17,50281846;0,0263103015426211;0,0240605670245215;0,0486636133058644;0,0443441442699384
43;24,19155135;35;14;16,87042397;4;16,07042397;0,0223533117632433;0,0202835772454168;0,0418517817384475;0,0378523127025881
43;24,19155135;35;16;15,75633937;4;14,95633937;0,0194984699752042;0,0175687354571712;0,0363370629440816;0,0326175939090659
43;24,19155135;35;18;14,64225476;4;13,84225476;0,0168385929688775;0,0150488584518947;0,0312122737608907;0,0273760790606892
43;24,19155135;35;20;13,52817016;5;12,52817016;0,0143736807920132;0,0123272206087945;0,0271060762446616;0,0235098815435675
43;24,19155135;35;22;12,73239545;4;11,93239545;0,0127323954526484;0,011182660934773;0,0233341041071895;0,020717643922792
43;24,19155135;35;24;11,61831085;3;11,01831085;0,0106017086545411;0,00953498298801895;0,0187504417442361;0,0167519904113965
43;24,19155135;35;26;10,18591636;3;9,58591636;0,00814873308969496;0,00721700742337758;0,0139499307654454;0,0122364794330068
43;24,19155135;35;28;8,594366927;3;7,994366927;0,00580119767575041;0,00501947200962917;0,0100108459202698;0,00856739458805226
43;24,19155135;35;30;7,321127382;3;6,721127382;0,00420964824451937;0,00354792257842309;0,00637614490733094;0,00524769357512004
43;24,19155135;35;32;5,252113122;3;4,652113122;0,00216649666281157;0,00169977099669695;0,00245297556034616;0,00190331847770696
43;24,19155135;35;34;1,909859317;1,5;1,609859317;0,000286478897534588;0,000203547481010007;NA;NA
44;24,19155135;34,7;0,1;28,01126998;9;26,21126998;0,0616247939468181;0,0539592629529389;0,0239595830178383;0,0210986892049638
44;24,19155135;34,7;0,5;27,21549527;8;25,61549527;0,0581731211423736;0,0515341830718802;0,0275959750550193;0,0243665060199091
44;24,19155135;34,7;1;25,78310078;8;24,18310078;0,0522107790777037;0,0459318410077564;0,0240945663049785;0,0214356061214066
44;24,19155135;34,7;1,5;23,71408652;6;22,51408652;0,0441674861422104;0,0398105834778701;0,0216435801809687;0,0191446199974301
44;24,19155135;34,7;2;23,23662169;8;21,63662169;0,0424068345816645;0,0367678965118503;0,0808447427759331;0,070494742746095
44;24,19155135;34,7;4;22,12253709;7;20,72253709;0,0384379081942686;0,0337268462342447;0,0725786329405184;0,0640506683150885
44;24,19155135;34,7;6;20,84929755;6;19,64929755;0,0341407247462498;0,0303238220808438;0,0647303047979875;0,0573064994687507
44;24,19155135;34,7;8;19,73521294;6;18,53521294;0,0305895800517377;0,0269826773879069;0,0597169240618822;0,0525931187343571
44;24,19155135;34,7;10;19,25774811;6;18,05774811;0,0291273440101445;0,0256104413464502;0,0549820645083661;0,0486937016614005
44;24,19155135;34,7;12;18,14366351;5;17,14366351;0,0258547204982216;0,0230832603149503;0,0482080322614649;0,0428651118941785
44;24,19155135;34,7;14;16,87042397;5;15,87042397;0,0223533117632433;0,0197818515792282;0,0422476796517564;0,0372547592839537
44;24,19155135;34,7;16;15,91549431;5;14,91549431;0,0198943678885131;0,0174729077047255;0,0371010066792405;0,0328698119776021
44;24,19155135;34,7;18;14,80140971;4;14,00140971;0,0172066387907275;0,0153969042728766;0,0319205132883817;0,0284410442524734
44;24,19155135;34,7;20;13,68732511;4;12,88732511;0,0147138744976543;0,0130441399795969;0,0265092452212562;0,0233497761854144
44;24,19155135;34,7;22;12,25493062;4;11,45493062;0,0117953707236019;0,0103056362058176;0,0212670792685955;0,0184476102336884
44;24,19155135;34,7;24;10,98169107;4;10,18169107;0,00947170854499358;0,00814197402787083;0,0168744028361568;0,0146579426528792
44;24,19155135;34,7;26;9,708451529;3;9,108451529;0,00740269429116322;0,00651596862500836;0,012991022230649;0,0113375708983643
44;24,19155135;34,7;28;8,435211984;3;7,835211984;0,00558832793948582;0,00482160227335592;0,00943987756226196;0,00804142623001845
44;24,19155135;34,7;30;7,002817496;3;6,402817496;0,00385154962277613;0,00321982395666253;0,00552466596227258;0,00461550666675229
44;24,19155135;34,7;32;4,61549335;2;4,21549335;0,00167311633949645;0,00139568271008976;0,00195959523703104;0,00157472797824516
44;24,19155135;34,7;34;1,909859317;2;1,509859317;0,000286478897534588;0,000179045268155403;NA;NA
45;24,19155135;33,78;0,1;26,10141067;9;24,30141067;0,0535078918795048;0,0463823608836174;0,0201378749547825;0,0175209811413775
45;24,19155135;33,78;0,5;24,50986124;8;22,90986124;0,0471814828944076;0,0412225448232702;0,0231356577810447;0,0205416975969955
45;24,19155135;33,78;1;24,03239641;6;22,83239641;0,0453611482297712;0,0409442455647116;0,0220877219447779;0,0197357307887674
45;24,19155135;33,78;1,5;23,39577663;7;21,99577663;0,0429897395493404;0,0379986775903578;0,0210606752039803;0,0189325446681324
45;24,19155135;33,78;2;22,91831181;5;21,91831181;0,0412529612665807;0,0377315010821717;0,0780495841077345;0,0712066637397434
45;24,19155135;33,78;4;21,64507226;5;20,64507226;0,0367966228411538;0,0334751626575717;0,0709373475874036;0,0644194272193819
45;24,19155135;33,78;6;20,84929755;5;19,84929755;0,0341407247462498;0,0309442645618102;0,0647303047979875;0,0585123844304209
45;24,19155135;33,78;8;19,73521294;5;18,73521294;0,0305895800517377;0,0275681198686108;0,0546617651940885;0,0494905704934327
45;24,19155135;33,78;10;17,50704374;4;16,70704374;0,0240721851423508;0,0219224506248219;0,0455899334443266;0,0414104644094508
45;24,19155135;33,78;12;16,55211408;4;15,75211408;0,0215177483019757;0,0194880137846289;0,0410162182771799;0,0370567492418001
45;24,19155135;33,78;14;15,75633937;4;14,95633937;0,0194984699752042;0,0175687354571712;0,0359729960189044;0,0322735269835
45;24,19155135;33,78;16;14,48309982;4;13,68309982;0,0164745260437002;0,0147047915263288;0,0301797560876993;0,0268002870523616
45;24,19155135;33,78;18;13,20986028;4;12,40986028;0,0137052300439992;0,0120954955260328;0,0245993859008589;0,0219079257166618
45;24,19155135;33,78;20;11,77746579;3;11,17746579;0,0108941558568598;0,009812430190629;0,0198247376058658;0,0177662862732494
45;24,19155135;33,78;22;10,66338119;3;10,06338119;0,00893058174900602;0,00795385608262038;0,0160925541888707;0,0142441028563216
45;24,19155135;33,78;24;9,549296586;3;8,949296586;0,00716197243986471;0,00629024677370119;0,0125414095166586;0,0109179581843566
45;24,19155135;33,78;26;8,276057041;3;7,676057041;0,00537943707679394;0,00462771141065538;0,00888880357211764;0,00753535223984816
45;24,19155135;33,78;28;6,68450761;3;6,08450761;0,00350936649532371;0,00290764082919278;0,00554654976694745;0,00449309843469324
45;24,19155135;33,78;30;5,092958179;3;4,492958179;0,00203718327162374;0,00158545760550045;0,00223612695050887;0,00169696765499485
45;24,19155135;33,78;32;1,591549431;2;1,191549431;0,000198943678885131;0,000111510049494398;NA;NA
46;24,19155135;34,95;0,1;27,05634033;10;25,05634033;0,0574947232105528;0,0493088824745365;0,0214318046416454;0,0184235302953465
46;24,19155135;34,95;0,5;25,14648101;9;23,34648101;0,0496642999976741;0,0428087690021962;0,0240587564428617;0,0208651391766419
46;24,19155135;34,95;1;24,35070629;8;22,75070629;0,0465707257737728;0,0406517877043716;0,0226845529789958;0,01993955297169
46;24,19155135;34,95;1,5;23,71408652;7;22,31408652;0,0441674861422104;0,0391064241823886;0,0216435801809687;0,0191392992010976
46;24,19155135;34,95;2;23,23662169;7;21,83662169;0,0424068345816645;0,0374507726220019;0,0819588273910398;0,0728858627661445
46;24,19155135;34,95;4;22,44084698;6;21,24084698;0,0395519928093754;0,0354350901441426;0,0758094782912529;0,0677556729610604
46;24,19155135;34,95;6;21,48591732;6;20,28591732;0,0362574854818776;0,0323205828169178;0,0683451114375128;0,0613117485893124
46;24,19155135;34,95;8;20,21267777;5;19,21267777;0,0320876259556353;0,0289911657723945;0,0607355157090941;0,0541521528615762
46;24,19155135;34,95;10;19,09859317;6;17,89859317;0,0286478897534588;0,0251609870891817;0,055417751185402;0,0491093883372542
46;24,19155135;34,95;12;18,4619734;5;17,4619734;0,0267698614319432;0,0239484012480724;0,0487034020145914;0,0438322073137623
46;24,19155135;34,95;14;16,71126902;4;15,91126902;0,0219335405826482;0,0198838060656898;0,0410400914934661;0,0370806224593429
46;24,19155135;34,95;16;15,59718442;4;14,79718442;0,019106550910818;0,0171968163936531;0,0359451438796954;0,0322456748455478
46;24,19155135;34,95;18;14,64225476;4;13,84225476;0,0168385929688775;0,0150488584518947;0,0315524674665317;0,0280929984314915
46;24,19155135;34,95;20;13,68732511;4;12,88732511;0,0147138744976543;0,0130441399795969;0,0268176079175156;0,0236381388820624
46;24,19155135;34,95;22;12,41408556;4;11,61408556;0,0121037334198614;0,0105939989024655;0,0218519736904828;0,0193205135066331
46;24,19155135;34,95;24;11,14084602;3;10,54084602;0,00974824027062141;0,00872651460416751;0,0176443148772248;0,0157058635451045
46;24,19155135;34,95;26;10,02676141;3;9,42676141;0,00789607460660334;0,00697934894093704;0,0132755116833973;0,0116070603515924
46;24,19155135;34,95;28;8,276057041;3;7,676057041;0,00537943707679394;0,00462771141065538;0,0095890853213133;0,00817563398907846
46;24,19155135;34,95;30;7,321127382;3;6,721127382;0,00420964824451937;0,00354792257842309;0,00650943717209148;0,00536598583988924
46;24,19155135;34,95;32;5,411268065;3;4,811268065;0,00229978892757211;0,00181806326146615;0,00274741220487616;0,00212825290940833
46;24,19155135;34,95;34;2,387324146;2;1,987324146;0,000447623277304044;0,000310189647942181;NA;NA
47;24,82817112;35,2;0,1;27,6929601;9;25,8929601;0,0602321882218722;0,0526566572262446;0,022617906848653;0,0196866944507407
47;24,82817112;35,2;0,5;25,94225572;9;24,14225572;0,0528573460213929;0,0457768150274587;0,0256304115047667;0,0221463960074137
47;24,82817112;35,2;1;25,14648101;9;23,34648101;0,0496642999976741;0,0428087690021962;0,0242114457230204;0,0210078284563666
47;24,82817112;35,2;1,5;24,50986124;8;22,90986124;0,0471814828944076;0,0412225448232702;0,022985952656203;0,0200464836211139
47;24,82817112;35,2;2;23,87324146;8;22,27324146;0,0447623277304044;0,0389633896611853;0,0854443206138273;0,074126444474976
47;24,82817112;35,2;4;22,75915686;8;21,15915686;0,0406819928834229;0,0351630548137907;0,0758731402337662;0,0664772994998936
47;24,82817112;35,2;6;21,16760743;6;19,96760743;0,0351911473503433;0,0313142446861029;0,0667754458082566;0,0598270829602898
47;24,82817112;35,2;8;20,05352283;5;19,05352283;0,0315842984579134;0,028512838274187;0,0602321882113722;0,0542392678441469
47;24,82817112;35,2;10;19,09859317;5;18,09859317;0,0286478897534588;0,02572642956996;0,0545026102516804;0,0493514155509502
47;24,82817112;35,2;12;18,14366351;4;17,34366351;0,0258547204982216;0,0236249859809902;0,0490595111904233;0,0447200421561425
47;24,82817112;35,2;14;17,18873385;4;16,38873385;0,0232047906922017;0,0210950561751523;0,0423113416030196;0,0382918725688054
47;24,82817112;35,2;16;15,59718442;4;14,79718442;0,019106550910818;0,0171968163936531;0,0359451438796954;0,0326836836968327
47;24,82817112;35,2;18;14,64225476;3;14,04225476;0,0168385929688775;0,0154868673031796;0,0315524674665317;0,0285310072827765
47;24,82817112;35,2;20;13,68732511;4;12,88732511;0,0147138744976543;0,0130441399795969;0,0271299494871978;0,0243034893034242
47;24,82817112;35,2;22;12,5732405;3;11,9732405;0,0124160749895435;0,0112593493238273;0,0224448258419655;0,0199183656586469
47;24,82817112;35,2;24;11,30000096;4;10,50000096;0,0100287508524219;0,00865901633481964;0,018959332601428;0,01661287241744
47;24,82817112;35,2;26;10,66338119;3;10,06338119;0,00893058174900602;0,00795385608262038;0,0151694555180037;0,0133810041855142
47;24,82817112;35,2;28;8,912676813;3;8,312676813;0,0062388737689977;0,00542714810289378;0,011212465741126;0,00967901440886617
47;24,82817112;35,2;30;7,957747155;3;7,357747155;0,00497359197212827;0,00425186630597239;0,00741065203803362;0,00619220070578044
47;24,82817112;35,2;32;5,570423008;3;4,970423008;0,00243706006590535;0,00194033439980805;0,00294635588361129;0,0023021965881579
47;24,82817112;35,2;34;2,546479089;2;2,146479089;0,000509295817705935;0,000361862188349845;NA;NA
48;25,78310078;35,6;0,1;28,32957987;11;26,12957987;0,0630333152099549;0,0536234479211627;0,0238366358270268;0,0206508747552061
48;25,78310078;35,6;0,5;26,73803044;8;25,13803044;0,0561498639251793;0,0496309258548679;0,0270901607507208;0,0240814107431982
48;25,78310078;35,6;1;25,78310078;7;24,38310078;0,0522107790777037;0,0466947171179247;0,0256264326312815;0,0228946516514318
48;25,78310078;35,6;1,5;25,30563595;7;23,90563595;0,0502949514474224;0,0448838894878027;0,0245227925744094;0,0220358014183511
48;25,78310078;35,6;2;24,66901618;6;23,46901618;0,0477962188502152;0,0432593161856019;0,0913728422776542;0,0825090369481179
48;25,78310078;35,6;4;23,55493158;6;22,35493158;0,0435766234274391;0,039249720762516;0,0831286162368144;0,0740206516110282
48;25,78310078;35,6;6;22,44084698;7;21,04084698;0,0395519928093754;0,0347709308485122;0,0768917318832281;0,0674696079631802
48;25,78310078;35,6;8;21,8042272;7;20,4042272;0,0373397390738527;0,032698677114668;0,0699346714326325;0,062172149289122
48;25,78310078;35,6;10;20,37183272;5;19,37183272;0,0325949323587798;0,029473472174454;0,0631845124105175;0,0570415920430647
48;25,78310078;35,6;12;19,73521294;5;18,73521294;0,0305895800517377;0,0275681198686108;0,0559926984077326;0,0502247780408486
48;25,78310078;35,6;14;17,98450857;5;16,98450857;0,0254031183559949;0,0226566581722379;0,047336658938643;0,0425404642379277
48;25,78310078;35,6;16;16,71126902;4;15,91126902;0,0219335405826482;0,0198838060656898;0,0430394754773742;0,0389800064426804
48;25,78310078;35,6;18;16,39295914;4;15,59295914;0,021105934894726;0,0190962003769906;0,0386845983577262;0,0348451293225284
48;25,78310078;35,6;20;14,96056465;4;14,16056465;0,0175786634630002;0,0157489289455378;0,031616129444295;0,0281566604092548
48;25,78310078;35,6;22;13,36901522;4;12,56901522;0,0140374659812948;0,012407731463717;0,02552845286306;0,0224289838285659
48;25,78310078;35,6;24;12,09577567;4;11,29577567;0,0114909868817652;0,0100212523648489;0,0212392271523866;0,0184197581174795
48;25,78310078;35,6;26;11,14084602;4;10,34084602;0,00974824027062141;0,00839850575263056;0,0169102127104861;0,0144107436748916
48;25,78310078;35,6;28;9,549296586;4;8,749296586;0,00716197243986471;0,00601223792226104;0,012135564411993;0,0102641042282334
48;25,78310078;35,6;30;7,957747155;3;7,357747155;0,00497359197212827;0,00425186630597239;0,00815669083429036;0,00686323950198624
48;25,78310078;35,6;32;6,366197724;3;5,766197724;0,00318309886216209;0,00261137319601385;0,00390128554298492;0,00315212624743507
48;25,78310078;35,6;34;3,023943919;2;2,623943919;0,000718186680822822;0,000540753051421223;NA;NA
49;25,78310078;35,25;0,1;27,53380515;9;25,73380515;0,0595418536262833;0,0520113226326089;0,0232724315472376;0,0204545377345959
49;25,78310078;35,25;0,5;26,89718538;8;25,29718538;0,0568203041099047;0,0502613660403704;0,0275820489973524;0,0245457989898142
49;25,78310078;35,25;1;26,10141067;7;24,70141067;0,0535078918795048;0,0479218299188865;0,0256363798252133;0,0230906386687256
